Week,分類,站點,次數
2025-W39,2D消除,3190,K25(21)
2025-W39,2D消除,3910,K11(10)/K18(1)/K25(4)
2025-W39,EAP重開,2400,K25(44)
2025-W39,EAP重開,2395,K25(29)
2025-W39,EAP重開,3910,K11(2)
2025-W39,其他事項,2195,K21(2)
2025-W39,過帳異常,2400,K22(5)/K25(263)
2025-W39,過帳異常,2395,K22(2)/K25(156)
2025-W39,過帳異常,2900,K22(2)/K25(41)
2025-W39,關閉比對,4730,K11(78)
2025-W39,關閉比對,4515,K11(8)
2025-W39,關閉比對,2895,K21(3)
