Week,分類,Oper_No,次數
2025-W18,2D消除,3910,7
2025-W18,EAP重開,2900,1
2025-W18,EAP重開,3910,1
2025-W18,EAP重開,4600,1
2025-W18,其他事項,2195,5
2025-W18,過帳異常,3910,27
2025-W18,過帳異常,2195,3
2025-W18,過帳異常,2900,3
2025-W18,關閉比對,4730,88
2025-W18,關閉比對,4515,15
2025-W18,關閉比對,4805,8
