Week,分類,Oper_No,次數
2025-W03,2D消除,3910,8
2025-W03,EAP重開,2845,15
2025-W03,EAP重開,4800,12
2025-W03,過帳異常,2845,43
2025-W03,過帳異常,3910,15
2025-W03,過帳異常,2900,3
2025-W03,關閉比對,4730,32
2025-W03,關閉比對,4515,9
2025-W03,關閉比對,4800,2
