Week,分類,站點,次數
2026-W26,2D消除,3910,K11(10)/K25(5)
2026-W26,其他事項,2195,K21(3)
2026-W26,更新/搬遷,2900,K11(9)/K25(1)
2026-W26,更新/搬遷,3400,K11(1)
2026-W26,過帳異常,3910,K11(10)/K21(5)/K25(7)
2026-W26,過帳異常,2845,K21(3)
2026-W26,過帳異常,ALL,K11(1)/K25(1)
2026-W26,關閉比對,4730,K11(131)/K25(32)
2026-W26,關閉比對,4515,K11(14)
2026-W26,關閉比對,2945,K21(5)
