Week,分類,Oper_No,次數
2025-W25,2D消除,3910,18
2025-W25,EAP重開,3910,3
2025-W25,EAP重開,3601,1
2025-W25,EAP重開,4600,1
2025-W25,其他事項,2195,6
2025-W25,更新/搬遷,3400,1
2025-W25,未分類,3400,1
2025-W25,過帳異常,3910,37
2025-W25,過帳異常,2195,3
2025-W25,過帳異常,2900,3
2025-W25,關閉比對,4730,141
2025-W25,關閉比對,4515,14
2025-W25,關閉比對,4805,4
