Week,分類,站點,次數
2025-W43,2D消除,3190,K25(10)
2025-W43,2D消除,3910,K11(5)/K25(5)
2025-W43,2D消除,3260,K25(1)
2025-W43,EAP重開,2395,K25(7)
2025-W43,EAP重開,2400,K25(5)
2025-W43,EAP重開,3910,K11(2)/K25(1)
2025-W43,其他事項,2195,K21(2)
2025-W43,更新/搬遷,2900,K11(3)/K25(1)
2025-W43,過帳異常,2395,K25(67)
2025-W43,過帳異常,2400,K22(3)/K25(48)
2025-W43,過帳異常,3910,K11(4)/K21(13)/K25(2)
2025-W43,關閉比對,4730,K11(66)/K25(10)
2025-W43,關閉比對,4515,K11(10)
2025-W43,關閉比對,2945,K22(3)
