Week,分類,站點,次數
2026-W01,2D消除,3910,K11(8)
2026-W01,2D消除,4730,K11(1)
2026-W01,EAP重開,4110,K11(2)
2026-W01,EAP重開,2880,K22(1)
2026-W01,過帳異常,3910,K11(7)/K21(1)/K25(11)
2026-W01,過帳異常,2900,K25(12)
2026-W01,過帳異常,3400,K11(2)
2026-W01,關閉比對,4730,K11(69)/K25(13)
2026-W01,關閉比對,4515,K11(11)
2026-W01,關閉比對,2945,K21(6)/K22(1)
