Week,分類,站點,次數
2025-W45,2D消除,3910,K11(4)/K25(1)
2025-W45,EAP重開,3910,K11(2)
2025-W45,EAP重開,4800,K25(1)
2025-W45,其他事項,2195,K21(2)
2025-W45,更新/搬遷,2900,K11(2)/K25(2)
2025-W45,過帳異常,3910,K11(2)/K21(12)/K22(1)/K25(2)
2025-W45,過帳異常,2395,K25(14)
2025-W45,過帳異常,2400,K25(11)
2025-W45,關閉比對,4730,K11(66)/K25(3)
2025-W45,關閉比對,4515,K11(8)
2025-W45,關閉比對,2945,K21(1)/K22(2)
