Week,分類,Oper_No,次數
2025-W06,2D消除,3910,15
2025-W06,EAP重開,2845,16
2025-W06,EAP重開,4800,10
2025-W06,EAP重開,3910,3
2025-W06,其他事項,2195,6
2025-W06,過帳異常,2845,44
2025-W06,過帳異常,3910,27
2025-W06,過帳異常,2195,2
2025-W06,關閉比對,4730,63
2025-W06,關閉比對,4805,11
2025-W06,關閉比對,4515,10
