Week,分類,站點,次數
2025-W48,2D消除,3910,K11(10)
2025-W48,EAP重開,3910,K11(4)
2025-W48,EAP重開,4800,K22(1)
2025-W48,其他事項,2195,K11(1)/K21(2)
2025-W48,過帳異常,2900,K25(21)
2025-W48,過帳異常,3910,K11(6)/K18(1)/K21(7)/K25(3)
2025-W48,過帳異常,2395,K25(3)
2025-W48,關閉比對,4730,K11(80)/K25(13)
2025-W48,關閉比對,4515,K11(10)
2025-W48,關閉比對,2945,K21(2)/K22(3)
