Week,分類,站點,次數
2026-W15,2D消除,3910,K11(4)/K25(3)
2026-W15,2D消除,2740,K18(1)
2026-W15,EAP重開,3910,K11(1)
2026-W15,EAP重開,4110,K11(1)
2026-W15,EAP重開,5070,K11(1)
2026-W15,其他事項,2195,K21(2)
2026-W15,過帳異常,3910,K11(3)/K21(7)/K25(3)
2026-W15,過帳異常,3800,K11(3)
2026-W15,過帳異常,2740,K18(1)
2026-W15,關閉比對,4730,K11(102)/K25(6)
2026-W15,關閉比對,4515,K11(10)
2026-W15,關閉比對,2945,K21(7)
