Week,分類,站點,次數
2026-W18,2D消除,3910,K11(3)/K25(4)
2026-W18,EAP重開,4730,K22(1)
2026-W18,其他事項,2195,K21(3)
2026-W18,更新/搬遷,4730,K11(1)
2026-W18,過帳異常,3910,K11(1)/K21(2)/K25(3)
2026-W18,過帳異常,2900,K18(1)/K21(1)/K22(1)/K25(1)
2026-W18,過帳異常,3670,K25(2)
2026-W18,關閉比對,4730,K11(79)/K25(12)
2026-W18,關閉比對,4515,K11(10)
2026-W18,關閉比對,2945,K21(6)
