Week,分類,Oper_No,次數
2025-W24,2D消除,3910,12
2025-W24,EAP重開,2900,1
2025-W24,EAP重開,3910,1
2025-W24,其他事項,2195,1
2025-W24,未分類,2900,1
2025-W24,過帳異常,3910,22
2025-W24,過帳異常,4805,8
2025-W24,過帳異常,2845,5
2025-W24,關閉比對,4730,150
2025-W24,關閉比對,4515,15
2025-W24,關閉比對,4805,3
