Week,分類,Oper_No,次數
2025-W20,2D消除,3910,19
2025-W20,EAP重開,3910,5
2025-W20,EAP重開,2900,2
2025-W20,EAP重開,2195,1
2025-W20,其他事項,2195,11
2025-W20,其他事項,2260,1
2025-W20,過帳異常,3910,36
2025-W20,過帳異常,2195,2
2025-W20,過帳異常,2880,2
2025-W20,關閉比對,4730,108
2025-W20,關閉比對,4515,15
2025-W20,關閉比對,4600,6
