Week,分類,站點,次數
2026-W23,2D消除,3910,K11(11)/K25(3)
2026-W23,EAP重開,2890,K21(5)
2026-W23,EAP重開,3910,K11(2)/K25(2)
2026-W23,其他事項,2195,K21(2)
2026-W23,更新/搬遷,2900,K11(6)
2026-W23,過帳異常,3910,K11(2)/K21(11)/K22(1)/K25(5)
2026-W23,過帳異常,3800,K11(2)
2026-W23,過帳異常,4110,K11(2)
2026-W23,關閉比對,4730,K11(144)/K22(2)/K25(25)
2026-W23,關閉比對,4515,K11(13)
2026-W23,關閉比對,2945,K21(6)
