Week,分類,Oper_No,次數
2025-W12,2D消除,3910,12
2025-W12,EAP重開,3910,3
2025-W12,EAP重開,2190,2
2025-W12,EAP重開,2845,1
2025-W12,其他事項,2195,5
2025-W12,更新/搬遷,4800,1
2025-W12,過帳異常,3910,35
2025-W12,過帳異常,2601,3
2025-W12,過帳異常,5100,3
2025-W12,關閉比對,4730,137
2025-W12,關閉比對,4805,22
2025-W12,關閉比對,4515,11
