Week,分類,Oper_No,次數
2025-W32,2D消除,3910,18
2025-W32,2D消除,3190,3
2025-W32,EAP重開,2190,1
2025-W32,EAP重開,2890,1
2025-W32,EAP重開,2900,1
2025-W32,未分類,4507,1
2025-W32,過帳異常,2900,178
2025-W32,過帳異常,3190,24
2025-W32,過帳異常,3910,16
2025-W32,關閉比對,4730,60
2025-W32,關閉比對,4515,12
2025-W32,關閉比對,2945,4
