Week,分類,Oper_No,次數
2025-W05,2D消除,3910,10
2025-W05,EAP重開,2845,17
2025-W05,EAP重開,4800,10
2025-W05,EAP重開,3190,3
2025-W05,其他事項,2195,4
2025-W05,過帳異常,2845,67
2025-W05,過帳異常,3400,14
2025-W05,過帳異常,3910,13
2025-W05,關閉比對,4730,46
2025-W05,關閉比對,4600,14
2025-W05,關閉比對,4805,14
