Week,分類,站點,次數
2026-W08,2D消除,3910,K11(6)/K25(1)
2026-W08,EAP重開,3910,K11(1)/K25(3)
2026-W08,EAP重開,2845,K21(1)
2026-W08,其他事項,2195,K21(2)
2026-W08,過帳異常,3910,K21(11)/K25(7)
2026-W08,過帳異常,2900,K18(1)/K25(10)
2026-W08,過帳異常,4110,K11(3)
2026-W08,關閉比對,4730,K11(83)
2026-W08,關閉比對,4515,K11(10)
2026-W08,關閉比對,2945,K21(8)
