Week,分類,站點,次數
2026-W20,2D消除,3910,K11(6)/K25(7)
2026-W20,EAP重開,2715,K21(1)
2026-W20,EAP重開,4110,K11(1)
2026-W20,EAP重開,4950,K11(1)
2026-W20,其他事項,2195,K21(3)
2026-W20,更新/搬遷,2900,K21(1)
2026-W20,過帳異常,3910,K11(3)/K21(32)/K25(7)
2026-W20,過帳異常,3260,K25(1)
2026-W20,關閉比對,4730,K11(116)/K25(18)
2026-W20,關閉比對,4515,K11(13)
2026-W20,關閉比對,2945,K21(3)
