Week,分類,Oper_No,次數
2025-W27,2D消除,3910,17
2025-W27,EAP重開,3910,2
2025-W27,EAP重開,3601,1
2025-W27,其他事項,2195,6
2025-W27,過帳異常,3910,36
2025-W27,過帳異常,2845,4
2025-W27,過帳異常,4110,2
2025-W27,關閉比對,4730,88
2025-W27,關閉比對,4515,12
2025-W27,關閉比對,4805,8
