Week,分類,站點,次數
2025-W47,2D消除,3910,K11(7)/K21(1)/K25(2)
2025-W47,EAP重開,3910,K11(2)
2025-W47,EAP重開,4600,K11(1)
2025-W47,其他事項,2195,K21(2)
2025-W47,過帳異常,3910,K11(3)/K21(19)/K25(5)
2025-W47,過帳異常,2395,K25(13)
2025-W47,過帳異常,2400,K25(5)
2025-W47,關閉比對,4730,K11(83)/K25(5)
2025-W47,關閉比對,4515,K11(10)
2025-W47,關閉比對,2895,K18(2)/K21(2)/K22(2)
