Week,分類,站點,次數
2025-W41,2D消除,3910,K11(1)/K25(3)
2025-W41,EAP重開,2395,K25(48)
2025-W41,EAP重開,2400,K25(20)
2025-W41,EAP重開,3910,K11(1)/K25(1)
2025-W41,過帳異常,2400,K22(1)/K25(183)
2025-W41,過帳異常,2395,K22(2)/K25(102)
2025-W41,過帳異常,2900,K21(1)/K22(1)/K25(29)
2025-W41,關閉比對,4730,K11(60)
2025-W41,關閉比對,4515,K11(7)
2025-W41,關閉比對,2945,K21(3)
