Week,分類,Oper_No,次數
2025-W37,2D消除,3910,K11(13)/K25(2)
2025-W37,EAP重開,3910,K11(1)/K25(1)
2025-W37,EAP重開,2190,K11(1)
2025-W37,EAP重開,4600,K22(1)
2025-W37,其他事項,2195,K21(6)
2025-W37,過帳異常,3910,K11(10)/K21(9)/K25(5)
2025-W37,過帳異常,2900,K18(1)/K25(15)
2025-W37,過帳異常,2400,K25(12)
2025-W37,關閉比對,4730,K11(93)
2025-W37,關閉比對,4515,K11(11)
2025-W37,關閉比對,4800,K11(8)/K22(1)
