Week,分類,Oper_No,次數
2025-W22,2D消除,3910,17
2025-W22,EAP重開,2900,2
2025-W22,EAP重開,3910,2
2025-W22,EAP重開,2190,1
2025-W22,其他事項,2195,7
2025-W22,過帳異常,3910,20
2025-W22,過帳異常,2900,4
2025-W22,過帳異常,2195,2
2025-W22,關閉比對,4730,127
2025-W22,關閉比對,4515,14
2025-W22,關閉比對,4805,5
