Week,分類,Oper_No,次數
2025-W33,2D消除,3910,19
2025-W33,EAP重開,3670,3
2025-W33,EAP重開,4110,3
2025-W33,EAP重開,2190,1
2025-W33,其他事項,2195,2
2025-W33,未分類,2900,1
2025-W33,過帳異常,2900,119
2025-W33,過帳異常,3910,19
2025-W33,過帳異常,2845,12
2025-W33,關閉比對,4730,58
2025-W33,關閉比對,4515,12
2025-W33,關閉比對,4800,10
