Week,分類,Oper_No,次數
2025-W15,2D消除,3910,11
2025-W15,EAP重開,2730,2
2025-W15,EAP重開,2900,1
2025-W15,EAP重開,3190,1
2025-W15,其他事項,2195,8
2025-W15,更新/搬遷,2900,14
2025-W15,未分類,3100,1
2025-W15,過帳異常,3910,15
2025-W15,過帳異常,2900,5
2025-W15,過帳異常,2195,4
2025-W15,關閉比對,4730,99
2025-W15,關閉比對,2900,23
2025-W15,關閉比對,4805,19
