Week,分類,站點,次數
2025-W38,2D消除,3910,K11(14)/K25(3)
2025-W38,2D消除,4730,K11(1)
2025-W38,EAP重開,2395,K25(4)
2025-W38,EAP重開,3910,K11(1)/K25(2)
2025-W38,EAP重開,2900,K11(1)/K18(1)
2025-W38,其他事項,2195,K21(1)
2025-W38,過帳異常,2400,K22(2)/K25(37)
2025-W38,過帳異常,3910,K11(7)/K21(2)/K25(6)
2025-W38,過帳異常,2395,K22(2)/K25(11)
2025-W38,關閉比對,4730,K11(64)
2025-W38,關閉比對,4515,K11(8)
2025-W38,關閉比對,4805,K22(2)
