Week,分類,Oper_No,次數
2025-W35,2D消除,3910,13
2025-W35,EAP重開,3910,1
2025-W35,EAP重開,4110,1
2025-W35,其他事項,2195,4
2025-W35,更新/搬遷,2900,16
2025-W35,未分類,2900,3
2025-W35,過帳異常,2400,69
2025-W35,過帳異常,2900,24
2025-W35,過帳異常,2195,10
2025-W35,關閉比對,4730,78
2025-W35,關閉比對,4515,10
2025-W35,關閉比對,4800,10
