Week,分類,Oper_No,次數
2025-W17,2D消除,3910,18
2025-W17,2D消除,4805,1
2025-W17,EAP重開,3910,2
2025-W17,EAP重開,2890,1
2025-W17,EAP重開,4730,1
2025-W17,其他事項,2195,4
2025-W17,更新/搬遷,2930,1
2025-W17,過帳異常,3910,19
2025-W17,過帳異常,2900,5
2025-W17,過帳異常,2195,3
2025-W17,關閉比對,4730,92
2025-W17,關閉比對,4515,12
2025-W17,關閉比對,2900,7
