Week,分類,站點,次數
2025-W51,2D消除,3910,K11(9)/K25(2)
2025-W51,EAP重開,2890,K22(1)
2025-W51,EAP重開,3910,K11(1)
2025-W51,其他事項,2195,K21(1)
2025-W51,過帳異常,3910,K11(3)/K21(2)/K25(6)
2025-W51,過帳異常,2900,K22(1)/K25(8)
2025-W51,過帳異常,2895,K18(1)
2025-W51,關閉比對,4730,K11(57)/K25(20)
2025-W51,關閉比對,2945,K21(9)/K22(2)
2025-W51,關閉比對,4515,K11(11)
