Week,分類,站點,次數
2026-W25,2D消除,3910,K11(7)/K25(1)
2026-W25,EAP重開,3910,K11(2)/K25(2)
2026-W25,其他事項,2195,K21(1)
2026-W25,更新/搬遷,2900,K11(2)/K25(1)
2026-W25,過帳異常,3910,K11(3)/K21(3)/K25(6)
2026-W25,過帳異常,2845,K21(2)
2026-W25,過帳異常,2400,K25(1)
2026-W25,關閉比對,4730,K11(168)/K22(1)/K25(31)
2026-W25,關閉比對,4515,K11(13)
2026-W25,關閉比對,2945,K21(2)/K22(2)
