Week,分類,Oper_No,次數
2025-W26,2D消除,3910,14
2025-W26,EAP重開,2895,2
2025-W26,其他事項,2195,2
2025-W26,過帳異常,3910,47
2025-W26,過帳異常,2845,4
2025-W26,過帳異常,4110,4
2025-W26,關閉比對,4730,141
2025-W26,關閉比對,4515,14
2025-W26,關閉比對,2945,4
