Week,分類,Oper_No,次數
2025-W21,2D消除,3910,9
2025-W21,EAP重開,3910,4
2025-W21,EAP重開,4800,2
2025-W21,EAP重開,2190,1
2025-W21,其他事項,2195,8
2025-W21,過帳異常,3910,13
2025-W21,過帳異常,2195,4
2025-W21,過帳異常,5100,3
2025-W21,關閉比對,4730,105
2025-W21,關閉比對,4515,15
2025-W21,關閉比對,4805,3
