Week,分類,站點,次數
2026-W11,2D消除,3910,K11(6)/K21(3)/K25(1)
2026-W11,EAP重開,4730,K11(8)
2026-W11,EAP重開,3910,K11(2)
2026-W11,其他事項,2195,K21(3)
2026-W11,過帳異常,3910,K11(2)/K18(1)/K21(31)/K25(3)
2026-W11,過帳異常,2890,K25(1)
2026-W11,過帳異常,2900,K25(1)
2026-W11,關閉比對,4730,K11(79)
2026-W11,關閉比對,2945,K21(8)
2026-W11,關閉比對,4515,K11(8)
