Week,分類,Oper_No,次數
2025-W29,2D消除,3910,14
2025-W29,EAP重開,2190,2
2025-W29,EAP重開,2900,2
2025-W29,EAP重開,3910,2
2025-W29,其他事項,2195,2
2025-W29,更新/搬遷,2900,33
2025-W29,未分類,3400,1
2025-W29,過帳異常,3910,18
2025-W29,過帳異常,2195,4
2025-W29,過帳異常,4110,4
2025-W29,關閉比對,4730,94
2025-W29,關閉比對,4515,12
2025-W29,關閉比對,2945,6
