Week,分類,站點,次數
2025-W52,2D消除,3910,K11(8)/K25(2)
2025-W52,EAP重開,4110,K11(2)
2025-W52,EAP重開,2190,K11(1)
2025-W52,EAP重開,2890,K22(1)
2025-W52,其他事項,2195,K21(1)
2025-W52,過帳異常,2900,K22(1)/K25(9)
2025-W52,過帳異常,3910,K11(2)/K25(4)
2025-W52,過帳異常,2190,K11(1)
2025-W52,關閉比對,4730,K11(67)/K25(5)
2025-W52,關閉比對,4515,K11(10)
2025-W52,關閉比對,2945,K21(5)/K22(1)
