Week,分類,站點,次數
2025-W46,2D消除,3910,K11(18)/K18(1)
2025-W46,EAP重開,2880,K18(5)
2025-W46,EAP重開,2395,K25(4)
2025-W46,EAP重開,3910,K11(2)
2025-W46,其他事項,2195,K21(2)
2025-W46,更新/搬遷,2900,K25(1)
2025-W46,過帳異常,2400,K25(25)
2025-W46,過帳異常,2395,K25(17)
2025-W46,過帳異常,3910,K11(3)/K21(8)/K25(2)
2025-W46,關閉比對,4730,K11(63)/K25(6)
2025-W46,關閉比對,4515,K11(7)
2025-W46,關閉比對,4800,K11(4)
