Week,分類,Oper_No,次數
2025-W31,2D消除,3910,16
2025-W31,EAP重開,2890,2
2025-W31,EAP重開,3910,2
2025-W31,EAP重開,2900,1
2025-W31,其他事項,2195,7
2025-W31,未分類,2880,1
2025-W31,未分類,2890,1
2025-W31,過帳異常,2900,26
2025-W31,過帳異常,3910,15
2025-W31,過帳異常,2195,3
2025-W31,關閉比對,4730,96
2025-W31,關閉比對,4515,13
2025-W31,關閉比對,2900,4
