Week,分類,Oper_No,次數
2025-W28,2D消除,3910,18
2025-W28,EAP重開,3910,2
2025-W28,EAP重開,2190,1
2025-W28,其他事項,2195,1
2025-W28,未分類,4600,3
2025-W28,未分類,3400,1
2025-W28,過帳異常,3910,17
2025-W28,過帳異常,4110,9
2025-W28,過帳異常,2945,4
2025-W28,關閉比對,4730,96
2025-W28,關閉比對,4515,13
2025-W28,關閉比對,2945,6
