Week,分類,Oper_No,次數
2025-W09,2D消除,3910,14
2025-W09,EAP重開,4800,8
2025-W09,EAP重開,3910,7
2025-W09,EAP重開,2195,2
2025-W09,其他事項,2195,5
2025-W09,過帳異常,3910,23
2025-W09,過帳異常,2845,3
2025-W09,過帳異常,2195,2
2025-W09,關閉比對,4730,63
2025-W09,關閉比對,4805,20
2025-W09,關閉比對,4515,14
