Week,分類,站點,次數
2026-W06,2D消除,3910,K11(3)/K25(4)
2026-W06,EAP重開,3910,K11(2)/K25(1)
2026-W06,EAP重開,2195,K11(1)
2026-W06,其他事項,2195,K21(1)
2026-W06,過帳異常,2900,K22(1)/K25(5)
2026-W06,過帳異常,3910,K11(4)/K21(1)/K25(1)
2026-W06,過帳異常,2195,K21(3)
2026-W06,關閉比對,4730,K11(38)
2026-W06,關閉比對,4515,K11(6)
2026-W06,關閉比對,2945,K21(3)/K22(1)
