Week,分類,站點,次數
2026-W19,2D消除,3910,K11(13)/K25(12)
2026-W19,EAP重開,3910,K11(1)
2026-W19,過帳異常,3910,K11(6)/K25(5)
2026-W19,過帳異常,2900,K22(1)/K25(1)
2026-W19,過帳異常,2930,K22(1)
2026-W19,關閉比對,4730,K11(101)/K25(15)
2026-W19,關閉比對,4515,K11(11)
2026-W19,關閉比對,2945,K21(5)/K22(1)
