Week,分類,Oper_No,次數
2025-W23,2D消除,3910,16
2025-W23,EAP重開,3910,8
2025-W23,EAP重開,2900,1
2025-W23,其他事項,2195,3
2025-W23,過帳異常,3910,27
2025-W23,過帳異常,4110,4
2025-W23,過帳異常,2195,3
2025-W23,關閉比對,4730,113
2025-W23,關閉比對,4515,14
2025-W23,關閉比對,4805,4
