Week,分類,Oper_No,次數
2025-W16,2D消除,3910.0,36
2025-W16,EAP重開,3190.0,2
2025-W16,EAP重開,3910.0,1
2025-W16,EAP重開,4110.0,1
2025-W16,其他事項,2195.0,5
2025-W16,未分類,3400.0,1
2025-W16,過帳異常,3910.0,30
2025-W16,過帳異常,2900.0,19
2025-W16,過帳異常,4600.0,6
2025-W16,關閉比對,4730.0,95
2025-W16,關閉比對,4515.0,11
2025-W16,關閉比對,4805.0,8
