Week,分類,Oper_No,次數
2025-W10,2D消除,3910,8
2025-W10,EAP重開,2880,3
2025-W10,EAP重開,3910,3
2025-W10,EAP重開,2190,2
2025-W10,其他事項,2195,4
2025-W10,更新/搬遷,2880,1
2025-W10,過帳異常,3910,21
2025-W10,過帳異常,2900,4
2025-W10,過帳異常,4800,4
2025-W10,關閉比對,4730,87
2025-W10,關閉比對,4805,25
2025-W10,關閉比對,4515,12
