廠別,棟別,樓層,站點,MachID,問題分類,問題描述,問題子分類,報案時間
ASEF3,K11,8F,4110,ALL,自動化設備相關,,機台異常,2026/7/19 下午 11:45:32
ASEF3,K11,6F,3260,ALL,自動化設備相關,已影響後續出貨機台3260-A603.605貨已掛3670還在烤箱內,卡盒卡盤,2026/7/19 下午 11:31:56
ASEF3,K25,8F,3260,ALL,自動化設備相關,,偵測檢知異常,2026/7/19 下午 11:31:35
ASEF3,K25,8F,4110,ALL,自動化設備相關,,偵測檢知異常,2026/7/19 下午 10:37:00
ASEF3,K25,8F,2890,801,自動化設備相關,,卡盒卡盤,2026/7/19 下午 09:54:25
ASEF3,K11,8F,3910,825,過帳相關,"PLEASE DELETE 2D DATA
(1). 6-UGQMFH-008-004
(2). 6-UGQMFH-004-004",連線異常,2026/7/19 下午 09:42:38
ASEF3,K11,8F,3910,825,過帳相關,"PLEASE DELETE 2D DATA

6-UGQMFH-008-004",連線異常,2026/7/19 下午 09:23:33
ASEF3,K25,8F,2890,801,自動化設備相關,,卡盒卡盤,2026/7/19 下午 09:22:58
ASEF3,K25,8F,2890,803,自動化設備相關,,卡盒卡盤,2026/7/19 下午 08:58:56
ASEF3,K25,8F,2900,803H,自動化設備相關,,命令異常,2026/7/19 下午 08:43:15
ASEF3,K25,8F,4110,ALL,自動化設備相關,,偵測檢知異常,2026/7/19 下午 07:52:55
ASEF3,K25,9F,4730,9003,關閉比對,,關整台,2026/7/19 下午 07:44:18
ASEF3,K11,9F,4515,651,關閉比對,4515#651     需過帳4554站點，請協助關閉防漏洗功能,關整台,2026/7/19 下午 07:43:34
ASEF3,K11,9F,4730,817,關閉比對,4730#817   1026L  電腦壞掉待報修    AI PROFILE  ，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE ,關整台,2026/7/19 下午 07:43:16
ASEF3,K11,9F,4730,801,關閉比對,4730#801   441L    AI PROFILE  MTK，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/7/19 下午 07:42:54
ASEF3,K25,9F,4730,9001,關閉比對,,關整台,2026/7/19 下午 07:42:43
ASEF3,K11,9F,4730,811,關閉比對,4730#801   441L    AI PROFILE  MTK，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/7/19 下午 07:42:27
ASEF3,K11,8F,4730,811,關閉比對,4730#811   416L   AI PROFILE S 爐溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/7/19 下午 07:41:56
ASEF3,K25,9F,4730,9006,關閉比對,,關整台,2026/7/19 下午 07:41:43
ASEF3,K11,8F,4730,812,關閉比對,4730#812  1405L  CU AI PROFILE  迴焊時間異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/7/19 下午 07:41:41
ASEF3,K11,7F,4730,822,關閉比對,4730#822   264L    S-Q  AI PROFILE 爐溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/7/19 下午 07:41:23
ASEF3,K25,9F,4730,9005,關閉比對,,關整台,2026/7/19 下午 07:40:47
ASEF3,K11,7F,4730,821,關閉比對,4730#821   354L    AI PROFILE 爐溫未建立，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/7/19 下午 07:40:43
ASEF3,K11,7F,4730,820,關閉比對,4730#820   550L    S  AI PROFILE 爐溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/7/19 下午 07:40:26
ASEF3,K11,7F,4730,818,關閉比對,4730#818   852L    AI PROFILE  MTK，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/7/19 下午 07:40:10
ASEF3,K25,9F,4730,9003,關閉比對,,關整台,2026/7/19 下午 07:40:04
ASEF3,K11,7F,4730,805,關閉比對,4730#805   234L     S AI PROFILE 爐溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE ,關整台,2026/7/19 下午 07:39:53
ASEF3,K11,7F,4730,803,關閉比對,4730#803   264L     S-Q AI PROFILE 爐溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/7/19 下午 07:39:33
ASEF3,K25,9F,4730,9001,關閉比對,,關整台,2026/7/19 下午 07:39:32
ASEF3,K11,6F,4730,607,關閉比對,4730#607  200L   AI PROFILE  S 最高溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/7/19 下午 07:39:11
ASEF3,K11,6F,4730,602,關閉比對,4730#602  499L   AI PROFILE  S 回焊時間，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/7/19 下午 07:38:53
ASEF3,K11,8F,3910,809,過帳相關,"3910-809 因讀取2D時FAIL，機台顯示產品已打印，實際產品未打印。
批號為 6-28RPQ5-068-003
目前當站EE已確認OK，煩請協助消除此條批號之作業紀錄，謝謝。",連線異常,2026/7/19 下午 06:12:42
ASEF3,K25,8F,3260,ALL,自動化設備相關,NG,機台異常,2026/7/19 下午 03:51:34
ASEF3,K25,8F,4110,ALL,自動化設備相關,NG,機台異常,2026/7/19 下午 03:14:08
ASEF3,K25,8F,4110,ALL,自動化設備相關,NG,機台異常,2026/7/19 下午 03:09:54
ASEF3,K25,8F,4110,ALL,自動化設備相關,NG,機台異常,2026/7/19 下午 02:41:37
ASEF3,K11,8F,3450,ALL,自動化設備相關,NG,機台異常,2026/7/19 下午 01:32:16
ASEF3,K25,8F,4110,ALL,自動化設備相關,NG,機台異常,2026/7/19 下午 01:21:18
ASEF3,K25,8F,4110,ALL,自動化設備相關,NG,機台異常,2026/7/19 下午 01:02:02
ASEF3,K25,8F,4110,ALL,自動化設備相關,NG,機台異常,2026/7/19 上午 11:20:13
ASEF3,K25,8F,3260,ALL,自動化設備相關,NG,機台異常,2026/7/19 上午 11:19:52
ASEF3,K25,8F,3260,ALL,自動化設備相關,NG,機台異常,2026/7/19 上午 10:53:51
ASEF3,K25,8F,3260,ALL,自動化設備相關,NG,機台異常,2026/7/19 上午 10:03:12
ASEF3,K25,8F,3260,ALL,自動化設備相關,NG,機台異常,2026/7/19 上午 09:26:04
ASEF3,K25,8F,4110,ALL,自動化設備相關,NG,機台異常,2026/7/19 上午 09:14:40
ASEF3,K11,6F,4730,607,關閉比對,4730#607  200L   AI PROFILE  S 最高溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/7/19 上午 08:07:21
ASEF3,K11,8F,3910,805,過帳相關,"3910-805 因讀取2D時FAIL，機台顯示產品已打印，實際產品未打印。
批號為 6-UGQMER-011-005
目前當站EE已確認OK，煩請協助消除此條批號之作業紀錄，謝謝。",無法過帳,2026/7/19 上午 08:05:54
ASEF3,K11,6F,4730,602,關閉比對,4730#602  499L   AI PROFILE  S 回焊時間，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/7/19 上午 08:05:18
ASEF3,K11,9F,4515,651,關閉比對,4515#651     需過帳4554站點，請協助關閉防漏洗功能,關整台,2026/7/19 上午 08:04:03
