Factory,DT,Trouble_Status,Oper_No,Trouble_Item,Description
ASEF1,"2025-3-10, 01:01",過帳相關,3190,連線異常,"參數比對錯誤,煩請重啟EAP程式"
ASEF1,"2025-3-10, 01:25",過帳相關,3190,參數比對異常,"段數接收資料錯誤,煩請重啟EAP程式(補簽)"
ASEF3,"2025-3-10, 01:57",自動化設備相關,4110,機台異常,
ASEF3,"2025-3-10, 02:34",自動化設備相關,4110,機台異常,
ASEF3,"2025-3-10, 04:26",自動化設備相關,3400,機台異常,
ASEF3,"2025-3-10, 07:21",自動化設備相關,3910,機台異常,
ASEF3,"2025-3-10, 07:42",過帳相關,2845,無法過帳,NG
ASEF3,"2025-3-10, 07:52",關閉比對,4515,關整台,4515#651 需過帳4554站點，請協助關閉防漏洗功能
ASEF3,"2025-3-10, 07:52",關閉比對,4730,關整台,.4730#810  AI PROFILE爐溫上傳異常，請協助關閉AI PROFILE
ASEF3,"2025-3-10, 07:52",關閉比對,4730,關整台,4730#816  AI PROFILE爐溫上傳異常，請協助關閉AI PROFILE
ASEF3,"2025-3-10, 07:53",關閉比對,4730,關整台,4730#803  AI PROFILE爐溫上傳異常，請協助關閉AI PROFILE
ASEF3,"2025-3-10, 07:53",關閉比對,4730,關整台,4730#820  AI PROFILE爐溫上傳異常，請協助關閉AI PROFILE
ASEF3,"2025-3-10, 07:53",關閉比對,4730,關整台,4730#605  AI PROFILE爐溫上傳異常，請協助關閉AI PROFILE
ASEF3,"2025-3-10, 07:54",關閉比對,4730,關整台,4730#604  AI PROFILE爐溫上傳異常，請協助關閉AI PROFILE
ASEF3,"2025-3-10, 07:54",關閉比對,4730,關整台,4730#811  AI PROFILE爐溫上傳異常，請協助關閉AI PROFILE
ASEF1,"2025-3-10, 08:38",自動化設備相關,ALL,機台異常,A B LINE NG
ASEF1,"2025-3-10, 10:00",自動化設備相關,2500,機台異常,凸出檢知異常
ASEF1,"2025-3-10, 12:34",自動化設備相關,2845,卡盒卡盤,NA
ASEF1,"2025-3-10, 12:56",過帳相關,3910,參數比對異常,"3910-C01S  因VPS讀取失敗無法打印產品。
條號為 :  
5-09IEBF-002-002  
目前當站EE已確認OK，請協助消除此條批號之作業紀錄，謝謝。"
ASEF3,"2025-3-10, 13:21",過帳相關,2845,無法過帳,NG
ASEF3,"2025-3-10, 13:36",關閉比對,4730,關整台,1、4730#809 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF1,"2025-3-10, 13:41",自動化設備相關,2500,卡盒卡盤,NG
ASEF1,"2025-3-10, 14:04",過帳相關,3910,無法過帳,"3910-C01S  因VPS讀取失敗無法打印產品。
條號為 :  
5-09IEBG-001-007 
目前當站EE已確認OK，請協助消除此條批號之作業紀錄，謝謝。"
ASEF3,"2025-3-10, 14:08",過帳相關,3260,連線異常,NG
ASEF1,"2025-3-10, 14:36",自動化設備相關,2500,卡盒卡盤,B LINE NG
ASEF1,"2025-3-10, 17:29",自動化設備相關,2500,命令異常,自動化作業 2025-03-10 09:43:23 位置在ASEF1-2845-A03_ROBOT，一直不派近烤箱烘烤，也沒在機台上，產線發現請CIM找尋，最後在2500儲格被找到
ASEF1,"2025-3-10, 17:35",自動化設備相關,2500,命令異常,2500-A03 3/9 17:54 就已Idle，但2500自動搬運看板顯示烘烤升溫1H...不知道在烘什麼東西
ASEF1,"2025-3-10, 18:45",自動化設備相關,2500,卡盒卡盤,卡盤，入爐搬運已超過半小時
