廠別,棟別,樓層,站點,MachID,問題分類,問題描述,問題子分類,報案時間
ASEF3,K11,8F,3670,ALL,自動化設備相關,,默停,2026/3/1 下午 10:26:00
ASEF3,K25,8F,2890,803,自動化設備相關,,卡盒卡盤,2026/3/1 下午 09:32:16
ASEF3,K11,9F,4730,819,關閉比對,4730#819  1405L   PROFILE 未建檔，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/3/1 下午 07:50:37
ASEF3,K11,9F,4515,651,關閉比對,4515#651     需過帳4554站點，請協助關閉防漏洗功能,關整台,2026/3/1 下午 07:50:20
ASEF3,K11,8F,4730,811,關閉比對,"4730#811  933L PROFILE 異常，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
",關整台,2026/3/1 下午 07:50:04
ASEF3,K11,8F,4730,809,關閉比對,4730#809  252L PROFILE 異常，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/3/1 下午 07:49:44
ASEF3,K11,8F,4110,ALL,自動化設備相關,,機台異常,2026/3/1 下午 07:49:30
ASEF3,K11,8F,4730,812,關閉比對,4730#812  1405L  AI PROFILE  異常，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/3/1 下午 07:49:19
ASEF3,K11,7F,4730,818,關閉比對,"4730#818   264L PROFILE 異常，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
",關整台,2026/3/1 下午 07:49:01
ASEF3,K11,7F,4730,821,關閉比對,4730#821   346L  AI PROFILE 爐溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/3/1 下午 07:48:43
ASEF3,K11,7F,4730,820,關閉比對,4730#820   531L  AI PROFILE 爐溫 MTK，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/3/1 下午 07:48:25
ASEF3,K11,7F,4730,803,關閉比對,4730#803   42L  AI PROFILE爐溫未建立，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/3/1 下午 07:48:05
ASEF3,K11,6F,4730,652,關閉比對,"4730#652  852L PROFILE MTK 未建檔，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
",關整台,2026/3/1 下午 07:47:47
ASEF3,K11,6F,4730,605,關閉比對,4730#605  200L  AI PROFILE 降溫率異常 ，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/3/1 下午 07:47:24
ASEF3,K25,8F,2880,801,自動化設備相關,,偵測檢知異常,2026/3/1 下午 07:46:53
ASEF3,K11,8F,3800,T28,過帳相關,NG,無法過帳,2026/3/1 下午 05:52:12
ASEF3,K11,6F,4730,652,關閉比對,4730#652  852L PROFILE MTK 未建檔，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/3/1 下午 02:36:31
ASEF3,K25,8F,3190,802,自動化設備相關,天車指令異常，天車塞車。,命令異常,2026/3/1 上午 11:52:34
ASEF3,K11,8F,3800,T21,自動化設備相關,NG,機台異常,2026/3/1 上午 11:33:54
