Factory,DT,Trouble_Status,Oper_No,Trouble_Item,Description
ASEF3,"2025-5-5, 05:45",關閉比對,4730,關整台,4730#604 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF1,"2025-5-5, 05:50",過帳相關,3910,參數比對異常,"Hello CIM：
3910-C01S 
請協助消除此條批號之作業紀錄，批號為 5-18IEJ4-001-003，謝謝。"
ASEF1,"2025-5-5, 07:42",自動化設備相關,2500,機台異常,A B LINE NG
ASEF1,"2025-5-5, 07:50",自動化設備相關,2500,機台異常,"自動化2500 A-Line 共10爐，其中5爐待
出／入爐搬運中，最久已逾2.5Hrs"
ASEF3,"2025-5-5, 07:51",關閉比對,4515,關整台,4515#651 需過帳4554站點，請協助關閉防漏洗功能
ASEF3,"2025-5-5, 07:51",關閉比對,4730,關整台,4730#810  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-5-5, 07:51",關閉比對,4730,關整台,4730#816  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF1,"2025-5-5, 07:51",自動化設備相關,2845,機台異常,GG
ASEF3,"2025-5-5, 07:51",關閉比對,4730,關整台,4730#809  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-5-5, 07:52",關閉比對,4730,關整台,4730#818 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF1,"2025-5-5, 07:52",自動化設備相關,2500,機台異常,自動化2500 B Line 搬運異常，2爐待出爐搬運，最久已近1.5Hrs
ASEF3,"2025-5-5, 07:53",關閉比對,4730,關整台,4730#822 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-5-5, 07:58",過帳相關,3910,連線異常,"3910-803 因讀取2D時FAIL，機台顯示產品已打印，實際產品未打印。
批號為 5-16Y9KL-007-001
目前當站EE已確認OK，煩請協助消除此條批號之作業紀錄，謝謝。"
ASEF1,"2025-5-5, 08:22",過帳相關,2900,無法過帳,
ASEF3,"2025-5-5, 08:23",關閉比對,4730,關整台,4730#652  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫。
