廠別,棟別,樓層,站點,MachID,問題分類,問題描述,問題子分類,報案時間
ASEF3,K11,8F,4730,806,關閉比對,"4730#806  522L  S AI PROFILE  迴焊時間異常，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
",關整台,2026/4/26 下午 10:45:55
ASEF3,K25,9F,4730,9006,關閉比對,,關整台,2026/4/26 下午 10:32:20
ASEF3,K25,9F,4730,9008,關閉比對,,關整台,2026/4/26 下午 08:35:38
ASEF3,K25,9F,4730,9005,關閉比對,,關整台,2026/4/26 下午 08:23:52
ASEF3,K11,9F,4730,819,關閉比對,4730#819  1810L    AI  PROFILE  MTK 未建檔，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/4/26 下午 07:50:45
ASEF3,K11,9F,4515,651,關閉比對,4515#651     需過帳4554站點，請協助關閉防漏洗功能,關整台,2026/4/26 下午 07:50:26
ASEF3,K11,8F,4730,814,關閉比對,4730#814   390L  AI PROFILE MTK  未建立，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/4/26 下午 07:50:07
ASEF3,K11,8F,4730,812,關閉比對,4730#812  1405L  CU AI PROFILE  迴焊時間異常，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/4/26 下午 07:49:48
ASEF3,K11,8F,4730,811,關閉比對,4730#811  486L  S AI PROFILE  迴焊時間異常，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/4/26 下午 07:49:28
ASEF3,K11,7F,4730,803,關閉比對,4730#803    474L  S-X4L   AI PROFILE  未建檔 ，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/4/26 下午 07:49:12
ASEF3,K11,7F,4730,822,關閉比對,4730#822   264L  S-Q AI PROFILE S-Q  ，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/4/26 下午 07:48:54
ASEF3,K11,7F,4730,821,關閉比對,4730#821   358L   AI PROFILE 爐溫未建立，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/4/26 下午 07:48:35
ASEF3,K11,6F,4730,652,關閉比對,4730#652   1084L  AI PROFILE MTK  未建立，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/4/26 下午 07:48:15
ASEF3,K25,8F,3190,801,自動化設備相關,手臂移動過程異常。,過壓防撞,2026/4/26 下午 04:59:54
ASEF3,K25,8F,4110,ALL,自動化設備相關,,機台異常,2026/4/26 下午 04:32:17
ASEF3,K25,8F,3190,801,自動化設備相關,3190 801 LOADER 天車塞車。,命令異常,2026/4/26 下午 04:26:35
ASEF3,K11,9F,4730,819,關閉比對,4730#819  1810L    AI  PROFILE  MTK 未建檔，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/4/26 下午 03:54:46
ASEF3,K25,8F,4110,ALL,自動化設備相關,,機台異常,2026/4/26 下午 03:47:24
ASEF3,K11,8F,3910,816,過帳相關,"請協助山除以下作業記錄：
6-16UYYP-008-002",連線異常,2026/4/26 下午 03:14:36
ASEF1,K21,5F,2845,T02,自動化設備相關,斷線，請協助重連,默停,2026/4/26 下午 03:11:40
ASEF3,K11,8F,3450,ALL,自動化設備相關,,偵測檢知異常,2026/4/26 下午 02:30:44
ASEF3,K11,8F,3450,ALL,自動化設備相關,CV1 機故,偵測檢知異常,2026/4/26 下午 01:42:21
ASEF3,K25,8F,4110,ALL,自動化設備相關,,機台異常,2026/4/26 下午 01:09:37
ASEF3,K11,8F,3910,809,過帳相關,"消除作業紀錄
6-152K07-011-003",連線異常,2026/4/26 上午 11:45:39
ASEF3,K25,8F,4110,ALL,自動化設備相關,,機台異常,2026/4/26 上午 11:28:41
ASEF3,K25,8F,4110,ALL,自動化設備相關,,機台異常,2026/4/26 上午 10:54:54
ASEF3,K25,8F,2900,803H,自動化設備相關,2900.803 LOADER ROBOT NG,機台異常,2026/4/26 上午 10:36:32
ASEF3,K25,8F,4110,ALL,自動化設備相關,,機台異常,2026/4/26 上午 10:30:38
ASEF3,K25,8F,4110,ALL,自動化設備相關,,機台異常,2026/4/26 上午 10:20:28
ASEF3,K11,8F,3450,ALL,自動化設備相關,,機台異常,2026/4/26 上午 09:47:09
ASEF3,K25,8F,4110,ALL,自動化設備相關,,機台異常,2026/4/26 上午 09:10:46
ASEF3,K25,8F,3260,ALL,自動化設備相關,,機台異常,2026/4/26 上午 08:57:58
ASEF1,K21,5F,2845,A07,自動化設備相關,連線斷線，請協助重連,默停,2026/4/26 上午 08:24:13
