廠別,棟別,樓層,站點,MachID,問題分類,問題描述,問題子分類,報案時間
ASEF3,K25,8F,2890,803,自動化設備相關,,卡盒卡盤,2025/12/21 下午 08:12:43
ASEF1,K21,8F,2945,0380,關閉比對,2945-0380 為虛擬機台過帳使用，還請協助關閉比對，謝謝。,關整台,2025/12/21 下午 07:43:15
ASEF3,K25,9F,4730,9006,關閉比對,,關整台,2025/12/21 下午 07:42:57
ASEF3,K25,9F,4730,9005,關閉比對,,關整台,2025/12/21 下午 07:42:06
ASEF3,K25,9F,4730,9004,關閉比對,,關整台,2025/12/21 下午 07:41:34
ASEF3,K25,9F,4730,9001,關閉比對,,關整台,2025/12/21 下午 07:40:58
ASEF3,K25,8F,4110,ALL,自動化設備相關,na,機台異常,2025/12/21 下午 06:35:10
ASEF1,K21,8F,2500,ALL,自動化設備相關,A區 異常,機台異常,2025/12/21 下午 04:58:41
ASEF3,K25,8F,4110,ALL,自動化設備相關,na,機台異常,2025/12/21 下午 04:15:13
ASEF3,K25,8F,3260,ALL,自動化設備相關,na,機台異常,2025/12/21 下午 04:14:39
ASEF3,K25,8F,3260,ALL,自動化設備相關,na,機台異常,2025/12/21 下午 03:54:35
ASEF3,K25,8F,3260,ALL,自動化設備相關,na,機台異常,2025/12/21 下午 02:51:38
ASEF3,K11,8F,3260,ALL,自動化設備相關,,偵測檢知異常,2025/12/21 下午 02:21:44
ASEF3,K25,8F,3260,ALL,自動化設備相關,na,機台異常,2025/12/21 下午 01:16:26
ASEF1,K21,8F,2500,ALL,自動化設備相關,2500 STOCK AREA ERROR,偵測檢知異常,2025/12/21 下午 12:51:59
ASEF1,K21,8F,2500,ALL,自動化設備相關,2500 B LINE 烤盤異常,卡盒卡盤,2025/12/21 下午 12:20:36
ASEF1,K21,8F,2500,ALL,自動化設備相關,2500 A LINE ERROR,機台異常,2025/12/21 下午 12:15:08
ASEF3,K25,8F,4110,B20,自動化設備相關,na,機台異常,2025/12/21 上午 11:15:02
ASEF3,K25,8F,4110,ALL,自動化設備相關,na,機台異常,2025/12/21 上午 11:00:52
ASEF3,K25,8F,3260,ALL,自動化設備相關,na,機台異常,2025/12/21 上午 11:00:34
ASEF1,K21,8F,2500,ALL,自動化設備相關,儲格區 異常,機台異常,2025/12/21 上午 10:40:12
ASEF1,K21,8F,2500,ALL,自動化設備相關,2500 A LINE 夾貨機械手臂ERROR,機台異常,2025/12/21 上午 10:34:17
ASEF3,K11,7F,4730,822,關閉比對,4730#822  288L(MQ18)  無 S-XL AI PROFILE ，待工程師校正， 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2025/12/21 上午 10:03:30
ASEF3,K25,8F,2900,811H,過帳相關,512KCUB007 WAFERID蒐集站點請輸入WAFERID.(MUST KEY IN WAFERID),無法過帳,2025/12/21 上午 09:58:20
ASEF3,K25,8F,3260,ALL,自動化設備相關,na,機台異常,2025/12/21 上午 09:38:08
ASEF1,K22,8F,2890,A85,過帳相關,"無法過帳訊息顯示   FAIL, MQTTConnectState=Disconnect, EAP 端未回應 MQTT 訊息 ",無法過帳,2025/12/21 上午 09:30:52
ASEF3,K25,8F,2900,806H,過帳相關,TrackOut 失敗(Fail):批號:512KC9B003 WAFERID蒐集站點請輸入WAFERID.(MUST KEY IN WAFERID),無法過帳,2025/12/21 上午 09:21:58
ASEF3,K11,7F,4730,805,關閉比對,4730#805  168L   NOPBCSRS-X2L3 AI PROFILE ，待工程師校正， 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2025/12/21 上午 09:18:16
ASEF1,K21,8F,2500,ALL,自動化設備相關,2500出貨流道卡住不動,卡盒卡盤,2025/12/21 上午 08:55:56
ASEF3,K11,8F,3260,ALL,自動化設備相關,,機台異常,2025/12/21 上午 08:53:46
ASEF1,K21,8F,2500,ALL,自動化設備相關,2500 A LINE ERROR,機台異常,2025/12/21 上午 08:39:24
ASEF3,K11,6F,4730,603,關閉比對,"4730#603  266L     (美光)AI PROFILE 無建檔，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE	
",關整台,2025/12/21 上午 08:05:29
ASEF3,K11,7F,4730,803,關閉比對,4730#803  1635L     AI PROFILE  ，AI PROFILE 未建立，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2025/12/21 上午 08:05:11
ASEF3,K11,8F,4730,812,關閉比對,4730#812  電腦無法開啟  AI PROFILE程式 產線EE需求手動跑爐溫,關整台,2025/12/21 上午 08:04:50
ASEF3,K11,9F,4515,651,關閉比對,4515#651  需過帳4554站點，請協助關閉防漏洗功能,關整台,2025/12/21 上午 08:04:32
ASEF1,K22,9F,4805,B60,關閉比對,,關整台,2025/12/21 上午 08:04:06
ASEF1,K21,8F,2945,0380,關閉比對,,關整台,2025/12/21 上午 08:01:22
ASEF3,K11,8F,3910,814,過帳相關,"2D TIME OUT,協助刪除雷射作業紀錄
5-49NFLW-036-004",連線異常,2025/12/21 上午 07:54:10
ASEF3,K25,8F,3260,ALL,自動化設備相關,na,機台異常,2025/12/21 上午 07:31:16
ASEF3,K11,8F,3260,ALL,自動化設備相關,,機台異常,2025/12/21 上午 06:09:15
ASEF3,K25,8F,2880,801,自動化設備相關,,卡盒卡盤,2025/12/21 上午 03:42:57
ASEF3,K11,8F,3450,ALL,自動化設備相關,機台啟動失敗,機台異常,2025/12/21 上午 02:58:53
ASEF3,K25,8F,2900,811H,過帳相關,WAFER ID,異常退盒,2025/12/21 上午 01:56:55
ASEF3,K25,8F,2890,803,自動化設備相關,,卡盒卡盤,2025/12/21 上午 01:38:00
ASEF3,K25,8F,3450,A803,自動化設備相關,,卡盒卡盤,2025/12/21 上午 01:11:45
ASEF3,K25,8F,3670,E05,自動化設備相關,,機台異常,2025/12/21 上午 12:46:13
ASEF3,K25,8F,3450,ALL,自動化設備相關,,偵測檢知異常,2025/12/21 上午 12:09:53
ASEF3,K25,8F,3800,ALL,自動化設備相關,,默停,2025/12/21 上午 12:09:25
ASEF3,K25,8F,2880,801,自動化設備相關,,卡盒卡盤,2025/12/20 下午 11:43:11
ASEF3,K25,8F,3450,A803,自動化設備相關,,卡盒卡盤,2025/12/20 下午 10:57:13
ASEF3,K25,9F,4730,9004,關閉比對,,關整台,2025/12/20 下午 10:33:28
ASEF3,K25,8F,3450,ALL,自動化設備相關,,偵測檢知異常,2025/12/20 下午 10:25:34
ASEF3,K25,8F,3450,A803,自動化設備相關,,卡盒卡盤,2025/12/20 下午 09:27:33
ASEF3,K11,8F,3260,ALL,自動化設備相關,,機台異常,2025/12/20 下午 08:52:36
ASEF3,K11,8F,3260,ALL,自動化設備相關,,機台異常,2025/12/20 下午 08:03:26
ASEF1,K21,8F,2945,0380,關閉比對,2945-0380 為虛擬機台過帳使用，還請協助關閉比對，謝謝。,關整台,2025/12/20 下午 07:57:38
ASEF3,K25,9F,4730,9008,關閉比對,,關整台,2025/12/20 下午 07:44:14
ASEF3,K25,9F,4730,9007,關閉比對,,關整台,2025/12/20 下午 07:43:53
ASEF3,K25,9F,4730,9006,關閉比對,,關整台,2025/12/20 下午 07:43:30
ASEF3,K25,9F,4730,9005,關閉比對,,關整台,2025/12/20 下午 07:43:00
ASEF3,K25,9F,4730,9001,關閉比對,,關整台,2025/12/20 下午 07:42:15
ASEF3,K25,8F,2930,805,自動化設備相關,,機台異常,2025/12/20 下午 07:04:18
ASEF3,K25,8F,4110,ALL,自動化設備相關,na,機台異常,2025/12/20 下午 06:52:07
ASEF3,K25,8F,3260,ALL,自動化設備相關,na,機台異常,2025/12/20 下午 06:51:47
ASEF3,K25,8F,4110,ALL,自動化設備相關,na,機台異常,2025/12/20 下午 04:57:44
ASEF3,K11,8F,3910,825,過帳相關,"PLEASE DELETE 2D  DATA
1. 5-TBQMBH-005-001
2. 5-TBQMBH-005-004",連線異常,2025/12/20 下午 04:52:01
ASEF3,K25,8F,3260,ALL,自動化設備相關,na,機台異常,2025/12/20 下午 04:24:03
ASEF3,K25,8F,3260,ALL,自動化設備相關,,卡盒卡盤,2025/12/20 下午 03:51:47
ASEF3,K11,8F,4110,ALL,自動化設備相關,4110自動化升降汽缸異常,機台異常,2025/12/20 下午 02:38:50
