Factory,DT,Trouble_Status,Oper_No,Trouble_Item,Description
ASEF3,"2025-7-28, 01:01",自動化設備相關,3260,機台異常,
ASEF3,"2025-7-28, 01:36",過帳相關,3910,連線異常,"請協助消除 3910-9006
5-GWQMF8-002-001
的作業紀錄，謝謝"
ASEF1,"2025-7-28, 05:27",過帳相關,2195,無法過帳,RUN TOSA
ASEF3,"2025-7-28, 07:54",關閉比對,4515,關整台,4515#651 需過帳4554站點，請協助關閉防漏洗功能
ASEF3,"2025-7-28, 07:55",關閉比對,4730,關整台,4730#810  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-28, 07:55",關閉比對,4730,關整台,4730#816  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-28, 07:55",關閉比對,4730,關整台,4730#820  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-28, 07:56",關閉比對,4730,關整台,4730#803 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-28, 07:56",關閉比對,4730,關整台,4730#604 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-28, 07:56",關閉比對,4730,關整台,4730#603 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-28, 07:56",關閉比對,4730,關整台,4730#805 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-28, 07:57",關閉比對,4730,關整台,4730#821 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-28, 07:57",關閉比對,4730,關整台,4730#822 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF1,"2025-7-28, 07:57",過帳相關,2945,無法過帳,by pass
ASEF3,"2025-7-28, 08:13",過帳相關,3910,連線異常,"消除作業記錄，批號：
5-ATQMRP-017-002"
ASEF3,"2025-7-28, 08:13",過帳相關,3910,連線異常,"消除作業記錄，批號：
5-ATQMRP-017-002"
ASEF1,"2025-7-28, 10:42",自動化設備相關,2500,機台異常,A LINE NG
ASEF3,"2025-7-28, 11:16",自動化設備相關,5100,機台異常,NG
ASEF3,"2025-7-28, 11:23",自動化設備相關,3450,機台異常,NG
ASEF1,"2025-7-28, 11:51",自動化設備相關,2500,機台異常,A LINE NG
ASEF3,"2025-7-28, 12:03",關閉比對,4730,關整台,4730#818  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫。
ASEF1,"2025-7-28, 12:40",自動化設備相關,2500,機台異常,A LINE NG
ASEF1,"2025-7-28, 12:55",自動化設備相關,2500,機台異常,B LINE NG
ASEF3,"2025-7-28, 13:14",過帳相關,2195,無法過帳,NG
ASEF1,"2025-7-28, 14:10",自動化設備相關,2500,卡盒卡盤,B LINE NG
ASEF1,"2025-7-28, 15:19",過帳相關,2890,連線異常,2890 NA89 因SECS程式當掉重開故EAP端程式也有重開需求
ASEF1,"2025-7-28, 15:20",過帳相關,2195,連線異常,"TOSA作業己作完,請改回正常作業模式"
ASEF3,"2025-7-28, 15:37",過帳相關,3910,連線異常,2D TIME OUT，協助清除雷射作業紀錄5-282KYM-001-003
ASEF1,"2025-7-28, 17:05",自動化設備相關,2500,機台異常,A LINE NG
ASEF1,"2025-7-28, 17:35",自動化設備相關,2500,機台異常,A LINE NG
ASEF1,"2025-7-28, 17:41",自動化設備相關,2500,卡盒卡盤,b line ng
ASEF1,"2025-7-28, 18:01",自動化設備相關,2500,卡盒卡盤,B LINE NG
ASEF1,"2025-7-28, 18:31",自動化設備相關,2500,機台異常,A LINE NG
ASEF1,"2025-7-28, 18:36",自動化設備相關,2500,卡盒卡盤,A B LINE NG
ASEF1,"2025-7-28, 19:19",自動化設備相關,2500,機台異常,B LINE NG
ASEF3,"2025-7-28, 19:44",自動化設備相關,4110,機台異常,
ASEF3,"2025-7-28, 19:55",關閉比對,4515,關整台,4515#651 需過帳4554站點，請協助關閉防漏洗功能
ASEF3,"2025-7-28, 19:57",關閉比對,4730,關整台,AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-28, 19:57",關閉比對,4730,關整台,AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-28, 19:58",關閉比對,4730,關整台,AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-28, 19:59",關閉比對,4730,關整台,AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-28, 19:59",關閉比對,4730,關整台,AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-28, 20:00",關閉比對,4730,關整台,AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-28, 20:02",關閉比對,4730,關整台,AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-28, 20:02",關閉比對,4730,關整台,AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-28, 21:26",關閉比對,4730,關整台,AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-28, 21:26",關閉比對,4730,關整台,AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-28, 21:43",自動化設備相關,4110,機台異常,
ASEF3,"2025-7-28, 21:59",自動化設備相關,4600,機台異常,CIM 告知零件損壞，更換零件
ASEF3,"2025-7-28, 22:39",自動化設備相關,4110,默停,
ASEF3,"2025-7-29, 00:17",自動化設備相關,4110,默停,
ASEF3,"2025-7-29, 01:31",自動化設備相關,4110,機台異常,
ASEF3,"2025-7-29, 04:07",過帳相關,3910,連線異常,"請協助清除2D讀取記錄
5-GVQMV7-013-001"
ASEF3,"2025-7-29, 04:39",過帳相關,3910,連線異常,"3910-801 因讀取2D時FAIL，機台顯示產品已打印，實際產品未打印。
批號為 5-GVQMV7-016-003
目前當站EE已確認OK，煩請協助消除此條批號之作業紀錄，謝謝。"
ASEF3,"2025-7-29, 05:49",過帳相關,3910,連線異常,"請協助消除 3910-801
5-GWQMK1-003-003
的作業記錄，謝謝"
ASEF3,"2025-7-29, 06:14",過帳相關,3910,連線異常,"請協助消除 3910-801
5-GWQMK1-012-003
的作業記錄  &
重開EAP，謝謝"
ASEF3,"2025-7-29, 06:44",自動化設備相關,4110,機台異常,
ASEF1,"2025-7-29, 07:30",過帳相關,3418,連線異常,因有異常需確認監視器，故需求CIM提供臨時帳密
ASEF3,"2025-7-29, 07:56",關閉比對,4515,關整台,4515#651 需過帳4554站點，請協助關閉防漏洗功能
ASEF3,"2025-7-29, 07:58",關閉比對,4730,關整台,4730#810  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-29, 07:58",關閉比對,4730,關整台,4730#816  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-29, 07:59",關閉比對,4730,關整台,4730#820  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-29, 07:59",關閉比對,4730,關整台,4730#803 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-29, 08:01",關閉比對,4730,關整台,4730#805 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-29, 08:01",關閉比對,4730,關整台,4730#821 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-29, 08:01",關閉比對,4730,關整台,4730#822 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF1,"2025-7-29, 09:00",關閉比對,4805,關整台,
ASEF1,"2025-7-29, 09:49",過帳相關,2890,連線異常,主程式當機閃退  EAP端有重開程式需求
ASEF3,"2025-7-29, 09:53",自動化程式相關,2900,編號更改,"產能調配關係...K11-3F  2900-K31F 跟K11-5F  508F機台搬遷對調 , 故機台碼有重新調整變更... 再懇請CIM人員協助幫忙將機台重新串聯 . 並協助相關EAP自動化設定作業，設定完成請將串機畫面寄出，TKS~~!! 


                  串聯機台:    2900-K30F (E0063867)   2900-K31F (E0053915)   串 2935-K17 (E0127492)"
ASEF3,"2025-7-29, 10:26",自動化設備相關,3450,偵測檢知異常,
ASEF3,"2025-7-29, 10:47",自動化設備相關,3260,機台異常,
ASEF3,"2025-7-29, 11:22",過帳相關,2195,無法過帳,切換成非TOSA模式 謝謝
ASEF3,"2025-7-29, 13:10",關閉比對,4730,關整台,無AI PROFILE
ASEF1,"2025-7-29, 14:19",過帳相關,4600,連線異常,
ASEF3,"2025-7-29, 15:22",過帳相關,3910,連線異常,"Pls cancel 2d data
5-29TP6R-001-001"
ASEF3,"2025-7-29, 15:26",過帳相關,3910,無法過帳,"消除作業紀錄，批號：
5-30UY80-024-003"
ASEF3,"2025-7-29, 19:46",自動化設備相關,4110,機台異常,
ASEF3,"2025-7-29, 20:10",自動化設備相關,3260,機台異常,
ASEF3,"2025-7-29, 20:12",關閉比對,4515,關整台,4515#651 需過帳4554站點，請協助關閉防漏洗功能
ASEF3,"2025-7-29, 20:12",關閉比對,4730,關整台,4730#810  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-29, 20:13",關閉比對,4730,關整台,4730#810  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
