廠別,棟別,樓層,站點,MachID,問題分類,問題描述,問題子分類,報案時間
ASEF3,K25,8F,2400,802,過帳相關,機台作業總片數與MES總片數比對失敗,無法過帳,2025/9/28 下午 11:38:21
ASEF3,K25,8F,2845,803,自動化設備相關,2845-803機台上方天車塞住,卡盒卡盤,2025/9/28 下午 11:32:54
ASEF3,K25,8F,2890,ALL,自動化設備相關,,卡盒卡盤,2025/9/28 下午 11:21:40
ASEF3,K25,8F,2395,812,過帳相關,機台作業總片數與MES總片數比對失敗,無法過帳,2025/9/28 下午 11:20:58
ASEF3,K25,8F,3260,ALL,自動化設備相關,,卡盒卡盤,2025/9/28 下午 11:13:29
ASEF3,K25,8F,2395,805,過帳相關,機台作業總片數與MES總片數比對失敗,無法過帳,2025/9/28 下午 11:08:54
ASEF3,K25,8F,2400,01,過帳相關,"ASEF3-2400-801 CA03212BK EIG 392K3D 2400 K02984 LogEAP_Error 機台作業總片數與MES總片數比對失敗，不進行Move Out，Machine_QTY：[8]，MES_QTY：[16] 
2 ASEF3-2400-801 CA03212BK EIG 392K3A 2400 K02984 LogEAP_Error 機台作業總片數與MES總片數比對失敗，不進行Move Out，Machine_QTY：[8]，MES_QTY：[16]",無法過帳,2025/9/28 下午 10:56:08
ASEF3,K25,8F,2890,801,自動化設備相關,,卡盒卡盤,2025/9/28 下午 10:55:42
ASEF3,K25,8F,3260,ALL,自動化設備相關,,卡盒卡盤,2025/9/28 下午 10:54:06
ASEF3,K25,8F,2395,804,過帳相關,"ASEF3-2395-804 CA00511BK EIG 382KWJW003 2395 C7468 LogEAP_Error 機台作業總片數與MES總片數比對失敗，不進行Move Out，Machine_QTY：[12]，MES_QTY：[24] 
2 ASEF3-2395-804 CA00511BK EIG 382KW7W003 2395 C7468 LogEAP_Error 機台作業總片數與MES總片數比對失敗，不進行Move Out，Machine_QTY：[12]，MES_QTY：[24]",無法過帳,2025/9/28 下午 10:49:50
ASEF3,K25,8F,3670,ALL,自動化設備相關,,機台異常,2025/9/28 下午 10:23:16
ASEF3,K25,8F,2400,815,過帳相關,小黑盒,無法過帳,2025/9/28 下午 10:22:33
ASEF3,K25,8F,2400,14,過帳相關,小黑盒,無法過帳,2025/9/28 下午 09:58:12
ASEF3,K25,8F,2400,03,過帳相關,"ASEF3-2400-803 CA00588BK EIG 382KXYW002 2400 D9318 LogEAP_Error 機台作業總片數與MES總片數比對失敗，不進行Move Out，Machine_QTY：[13]，MES_QTY：[26] 
3 ASEF3-2400-803 CA00588BK EIG 382KXYW001 2400 D9318 LogEAP_Error 機台作業總片數與MES總片數比對失敗，不進行Move Out，Machine_QTY：[13]，MES_QTY：[26]",無法過帳,2025/9/28 下午 09:50:26
ASEF3,K25,8F,2400,08,過帳相關,小黑盒,無法過帳,2025/9/28 下午 09:49:42
ASEF3,K25,8F,3260,ALL,自動化設備相關,,卡盒卡盤,2025/9/28 下午 09:41:05
ASEF3,K25,8F,3260,ALL,自動化設備相關,,卡盒卡盤,2025/9/28 下午 09:37:25
ASEF3,K25,8F,2395,803,過帳相關,通訊版ERROR,無法過帳,2025/9/28 下午 09:33:29
ASEF3,K25,8F,3260,ALL,自動化設備相關,,卡盒卡盤,2025/9/28 下午 09:16:53
ASEF3,K25,8F,2395,806,過帳相關,"ASEF3-2395-808 CA00659BK EIG LEQMXRW002 2395 G0891 LogEAP_Error 機台作業總片數與MES總片數比對成功，Machine_QTY：[13]，MES_QTY：[13] 
2 ASEF3-2395-808 CA00659BK EIG LEQMXRW001 2395 G0891 LogEAP_Error 機台作業總片數與MES總片數比對成功，Machine_QTY：[13]，MES_QTY：[13] 
 
 
 . 

處理中,請稍候..",無法過帳,2025/9/28 下午 09:14:03
ASEF3,K11,8F,3260,ALL,自動化設備相關,,機台異常,2025/9/28 下午 09:00:02
ASEF3,K11,8F,4110,ALL,自動化設備相關,,機台異常,2025/9/28 下午 08:50:12
ASEF1,K21,5F,3910,C01S,過帳相關,"3910-C01S  因VPS讀取失敗無法打印2條產品。
批號為 : 
5-39IEH9-002-002,
5-39IEH9-002-003,
請協助消除此2條批號之作業紀錄，謝謝。",無法過帳,2025/9/28 下午 08:47:35
ASEF3,K25,8F,2395,806,過帳相關,小黑盒NG,無法過帳,2025/9/28 下午 08:41:06
ASEF3,K25,8F,2400,01,過帳相關,"ASEF3-2400-801 CA01067BK EIG 392K9L 2400 D9318 LogEAP_Error 機台作業總片數與MES總片數比對失敗，不進行Move Out，Machine_QTY：[8]，MES_QTY：[16] 
2 ASEF3-2400-801 CA01067BK EIG 392K9K 2400 D9318 LogEAP_Error 機台作業總片數與MES總片數比對失敗，不進行Move Out，Machine_QTY：[8]，MES_QTY：[16]",無法過帳,2025/9/28 下午 08:40:59
