Factory,DT,Trouble_Status,Oper_No,Trouble_Item,Description
ASEF3,"2025-2-17, 00:05",過帳相關,3910,連線異常,2D讀取Timeout，請協助清除2D讀取紀錄。5-FZQMQM-011-003
ASEF3,"2025-2-17, 00:32",過帳相關,2845,無法過帳,
ASEF1,"2025-2-17, 02:30",過帳相關,2740,參數比對異常,boat 2d 遺失
ASEF3,"2025-2-17, 03:32",過帳相關,2195,連線異常,
ASEF3,"2025-2-17, 04:54",過帳相關,3910,無法過帳,協助消除5-EXQMR8-004-001
ASEF3,"2025-2-17, 04:59",自動化設備相關,4110,機台異常,
ASEF3,"2025-2-17, 05:32",自動化設備相關,3260,默停,
ASEF3,"2025-2-17, 07:25",自動化設備相關,3450,機台異常,RB07 NO GOOD
ASEF1,"2025-2-17, 07:27",自動化設備相關,2500,過壓防撞,機台異常
ASEF3,"2025-2-17, 07:28",過帳相關,3910,無法過帳,"2D FAIL未打印，請刪記錄
5-04UYM9-008-005"
ASEF3,"2025-2-17, 07:46",自動化設備相關,3450,偵測檢知異常,異常
ASEF3,"2025-2-17, 08:09",關閉比對,4515,關整台,4515#651 需過帳4554站點，請協助關閉防漏洗功能
ASEF3,"2025-2-17, 08:10",關閉比對,4800,關整台,4800#815  清洗機機台EE 工程師確認後無異常，EAP 比對失敗，請協助關閉4800 EAP 比對
ASEF3,"2025-2-17, 08:10",關閉比對,4730,關整台,4730#810  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-2-17, 08:10",關閉比對,4730,關整台,4730#811  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-2-17, 08:11",關閉比對,4730,關整台,4730#816  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-2-17, 08:11",關閉比對,4730,關整台,4730#821  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-2-17, 08:29",自動化設備相關,3800,偵測檢知異常,入料區快拆異常
ASEF3,"2025-2-17, 10:08",過帳相關,3910,連線異常,"消除作業記錄，共2條，批號：
5-072KVW-016-008
＆
5-072KVW-016-009"
