廠別,棟別,樓層,站點,MachID,問題分類,問題描述,問題子分類,報案時間
ASEF3,K11,8F,4110,ALL,自動化設備相關,,機台異常,2025/11/9 下午 11:48:56
ASEF3,K11,8F,4110,ALL,自動化設備相關,,機台異常,2025/11/9 下午 11:09:19
ASEF3,K25,8F,2400,807,過帳相關,"BLACK BOX NG
",無法過帳,2025/11/9 下午 11:09:16
ASEF3,K25,8F,2395,803,過帳相關,BLACK BOX NG,無法過帳,2025/11/9 下午 10:44:04
ASEF3,K25,8F,2400,804,過帳相關,"BLACK BOX NG
",無法過帳,2025/11/9 下午 10:29:24
ASEF3,K25,8F,2395,805,過帳相關,機台作業總片數與MES總片數比對失敗，不進行Move Out，Machine_QTY：[13]，MES_QTY：[1],無法過帳,2025/11/9 下午 10:15:01
ASEF3,K25,8F,2395,808,過帳相關,"BLACK BOX NG
",無法過帳,2025/11/9 下午 09:57:47
ASEF3,K25,8F,2395,804,過帳相關,"BLACK BOX NG
",無法過帳,2025/11/9 下午 09:43:30
ASEF3,K25,8F,2400,813,過帳相關,BLACK BOX NG,無法過帳,2025/11/9 下午 09:42:35
ASEF3,K25,8F,2395,804,過帳相關,機台作業總片數與MES總片數比對失敗，不進行Move Out，Machine_QTY：[13]，MES_QTY：[26],無法過帳,2025/11/9 下午 09:36:12
ASEF3,K25,8F,2400,808,過帳相關,BLACK BOX NG,無法過帳,2025/11/9 下午 09:34:37
ASEF3,K25,8F,2400,814,過帳相關,BLACK BOX NG,無法過帳,2025/11/9 下午 09:30:43
ASEF3,K25,8F,3260,ALL,自動化設備相關,,卡盒卡盤,2025/11/9 下午 09:25:38
ASEF3,K25,8F,3260,ALL,自動化設備相關,,卡盒卡盤,2025/11/9 下午 08:56:18
ASEF3,K25,8F,2400,816,過帳相關,BLACK BOX NG,無法過帳,2025/11/9 下午 08:16:55
ASEF3,K25,8F,2400,807,過帳相關,BLACK BOX NG,無法過帳,2025/11/9 下午 08:01:11
ASEF3,K25,8F,2395,803,過帳相關,BLACK BOX NG,無法過帳,2025/11/9 下午 07:55:51
ASEF3,K11,6F,4730,605,關閉比對,4730#605  200L   AI PROFILE (CU) 升溫率異常，需求關閉比對(待工程師校正)，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2025/11/9 下午 07:53:11
ASEF3,K11,7F,4730,821,關閉比對,4730#821  346L  25JSI無建檔  AI PROFILE  ，需求關閉比對(待工程師新增)，手動上傳爐溫，請協助關閉AI PROFILE	,關整台,2025/11/9 下午 07:52:55
ASEF3,K11,7F,4730,818,關閉比對,4730#818  264 AI PROFILE 迴銲時間異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE	,關整台,2025/11/9 下午 07:52:37
ASEF3,K11,7F,4730,805,關閉比對,4730#805  397L MTK  AI PROFILE  ，需求關閉比對(待工程師校正)，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2025/11/9 下午 07:52:18
ASEF3,K11,6F,4730,603,關閉比對,4730#603  266L 美光  AI PROFILE  ，需求關閉比對(待工程師校正)，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2025/11/9 下午 07:52:02
ASEF3,K11,8F,4110,ALL,自動化設備相關,,機台異常,2025/11/9 下午 07:51:54
