廠別,棟別,樓層,站點,MachID,問題分類,問題描述,問題子分類,報案時間
ASEF3,K11,8F,4110,ALL,自動化設備相關,,機台異常,2026/2/8 下午 11:26:39
ASEF3,K11,8F,3910,825,過帳相關,"(1)讀取2D逾時，請協助刪除批號6-KNQMKU-005-004的作業記錄，謝謝
(2)請協助重啟該機台的EAP軟體，謝謝",無法過帳,2026/2/8 下午 10:42:04
ASEF3,K11,8F,3910,825,過帳相關,讀取2D逾時，請協助刪除批號6-KNQMKU-005-004 & KNQMKU-017-005(共2條)的作業記錄，謝謝,無法過帳,2026/2/8 下午 10:08:08
ASEF3,K25,9F,3910,9002,自動化設備相關,,命令異常,2026/2/8 下午 10:01:06
ASEF3,K25,8F,2890,801,自動化設備相關,,偵測檢知異常,2026/2/8 下午 08:44:33
ASEF3,K11,8F,4730,809,關閉比對,4730#809   33L    AI PROFILE  爐溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE.,關整台,2026/2/8 下午 08:09:17
ASEF3,K11,8F,3670,ALL,自動化設備相關,,機台異常,2026/2/8 下午 08:05:37
ASEF3,K11,8F,3450,ALL,自動化設備相關,,機台異常,2026/2/8 下午 08:05:17
ASEF3,K11,6F,4730,652,關閉比對,"4730#652 852L   AI PROFILE  MTK，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
",關整台,2026/2/8 下午 07:58:45
ASEF3,K11,8F,4507,806,自動化設備相關,,卡盒卡盤,2026/2/8 下午 07:56:07
ASEF3,K11,6F,4730,603,關閉比對,4730#603 662L   AI PROFILE  升溫異常 ，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/2/8 下午 07:54:49
ASEF3,K11,8F,4730,811,關閉比對,4730#811 207L   AI PROFILE  異常 ，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/2/8 下午 07:48:10
ASEF3,K11,7F,4730,821,關閉比對,4730#821 346L   特殊爐溫 AI PROFILE  未建檔，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/2/8 下午 07:47:41
ASEF3,K11,7F,4730,803,關閉比對,4730#803   389L    AI PROFILE  爐溫未建立，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE.,關整台,2026/2/8 下午 07:46:30
ASEF3,K11,9F,4515,651,關閉比對,4515#651     需過帳4554站點，請協助關閉防漏洗功能,關整台,2026/2/8 下午 07:46:13
ASEF3,K11,8F,4110,ALL,自動化設備相關,,機台異常,2026/2/8 下午 07:41:19
ASEF1,K21,5F,2845,T02,自動化設備相關,斷線，請協助重連,默停,2026/2/8 下午 07:15:40
ASEF3,K25,8F,2900,805H,過帳相關,TrackOut 失敗(Fail):批號:062KNPB001 WAFERID蒐集站點請輸入WAFERID.(MUST KEY IN WAFERID),無法過帳,2026/2/8 下午 06:49:51
ASEF1,K21,8F,2500,ALL,自動化設備相關,B LINE NG,機台異常,2026/2/8 下午 04:07:38
ASEF3,K11,8F,3800,T21,自動化設備相關,ng,過壓防撞,2026/2/8 下午 01:56:18
ASEF3,K11,8F,3800,T32,自動化設備相關,ng,機台異常,2026/2/8 下午 01:46:56
ASEF3,K11,8F,3800,T37,自動化設備相關,ng,偵測檢知異常,2026/2/8 下午 01:38:32
ASEF3,K25,8F,2900,805H,自動化設備相關,LOADER 手臂,偵測檢知異常,2026/2/8 下午 01:18:46
ASEF3,K11,9F,4730,819,關閉比對,4730#819  1810L   AI PROFILE  異常 ，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/2/8 下午 01:08:54
ASEF3,K11,8F,4730,819,關閉比對,"9F  4730#819   MTK 特殊 PROFILE ,OP 已手動跑PROFILE PASS ,手動上傳爐溫完成，請協助關閉AI PROFILE 比對",關整台,2026/2/8 下午 01:08:04
ASEF1,K21,8F,2715,A02,自動化設備相關,2715 NG,機台異常,2026/2/8 上午 11:32:51
ASEF3,K11,6F,4730,603,關閉比對,4730#603 662L   AI PROFILE  異常 ，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/2/8 上午 10:05:42
ASEF3,K11,8F,4730,811,關閉比對,4730#811  207L   AI PROFILE  異常 ，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/2/8 上午 10:05:23
ASEF1,K21,8F,2500,ALL,自動化設備相關,A LINE NG,卡盒卡盤,2026/2/8 上午 09:35:00
ASEF3,K11,8F,4730,809,關閉比對,4730#809  572L    AI PROFILE  異常 ，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/2/8 上午 08:41:18
ASEF3,K11,7F,4730,821,關閉比對,4730#821     346L   特殊爐溫 AI PROFILE  未建檔，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/2/8 上午 08:25:14
ASEF3,K11,7F,4730,803,關閉比對,4730#803   389L    AI PROFILE  爐溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE.,關整台,2026/2/8 上午 08:24:54
ASEF3,K11,9F,4515,651,關閉比對,4515#651     需過帳4554站點，請協助關閉防漏洗功能,關整台,2026/2/8 上午 08:24:35
ASEF3,K25,8F,3190,802,自動化設備相關,3190儲格定位異常,卡盒卡盤,2026/2/8 上午 07:49:02
ASEF1,K21,8F,2945,0380,關閉比對,需使用虛擬機台過帳，請協助關比對。謝謝！,關整台,2026/2/8 上午 07:40:39
ASEF3,K25,8F,2900,804H,過帳相關,WAFERID蒐集站點請輸入WAFERID,無法過帳,2026/2/8 上午 07:06:03
ASEF3,K11,8F,4110,ALL,自動化設備相關,ng,機台異常,2026/2/8 上午 06:57:27
ASEF3,K11,8F,4110,ALL,自動化設備相關,,機台異常,2026/2/8 上午 06:28:23
ASEF3,K25,8F,2890,801,自動化設備相關,,卡盒卡盤,2026/2/8 上午 05:34:47
ASEF1,K21,8F,2500,A08,自動化設備相關,"凌晨四點到五點這邊
這兩爐的貨再退料中
後面烤盤上的貨都還沒退完
就已經下命令派新的貨
導致貨還沒退完，命令又卡在(A08-A09)這兩爐子
其他有空爐子不派，還要等待這兩爐退料完，退完又送回烤箱內，又從烤箱內送來入料區，已經浪費很多時間在這流程上，麻煩可以優化一下嗎!，有時卡很多，儲格貨一下就升上去了",命令異常,2026/2/8 上午 05:20:57
ASEF3,K25,9F,3910,9005,過帳相關,"3910-9005 請協助刪除以下作業記錄
6-062KKZ-014-005",連線異常,2026/2/8 上午 05:19:51
ASEF3,K25,8F,3260,ALL,自動化設備相關,,偵測檢知異常,2026/2/8 上午 04:07:30
ASEF3,K25,8F,2890,801,自動化設備相關,,卡盒卡盤,2026/2/8 上午 03:24:17
ASEF3,K11,8F,3450,ALL,自動化設備相關,機故頻繁,機台異常,2026/2/8 上午 03:07:45
ASEF3,K11,8F,4110,ALL,自動化設備相關,,機台異常,2026/2/8 上午 01:37:54
ASEF3,K25,8F,2890,802,自動化設備相關,,卡盒卡盤,2026/2/8 上午 01:06:37
ASEF3,K11,8F,4110,ALL,自動化設備相關,,機台異常,2026/2/7 下午 11:10:29
ASEF3,K25,8F,3260,ALL,自動化設備相關,,偵測檢知異常,2026/2/7 下午 10:48:54
ASEF3,K11,8F,4110,ALL,自動化設備相關,,機台異常,2026/2/7 下午 10:34:23
ASEF3,K25,8F,3450,A801,自動化設備相關,,卡盒卡盤,2026/2/7 下午 07:55:18
ASEF1,K22,8F,2945,0380,關閉比對,2945-0380 為虛擬機台過帳使用，還請協助關閉比對，謝謝。,關整台,2026/2/7 下午 07:50:44
ASEF3,K11,8F,4110,ALL,自動化設備相關,烤箱STAGE41異常-脫離開門位置感應,機台異常,2026/2/7 下午 07:47:18
ASEF3,K11,8F,4110,ALL,自動化設備相關,出料A上報回覆逾時（B60),機台異常,2026/2/7 上午 06:30:36
ASEF3,K25,8F,2890,803,自動化設備相關,,卡盒卡盤,2026/2/7 上午 04:28:31
ASEF3,K11,8F,3910,818,過帳相關,"共2條，消除作業紀錄，
6-03DUEP-042-004
6-03DUEP-042-005",連線異常,2026/2/7 上午 03:13:28
