廠別,棟別,樓層,站點,MachID,問題分類,問題描述,問題子分類,報案時間
ASEF3,K11,8F,4110,ALL,自動化設備相關,,機台異常,2026/2/15 下午 11:12:49
ASEF3,K11,8F,4110,ALL,自動化設備相關,,機台異常,2026/2/15 下午 09:07:03
ASEF1,K21,8F,2945,0380,關閉比對,2945-0380 為虛擬機台過帳使用，還請協助關閉比對，謝謝。,關整台,2026/2/15 下午 07:46:18
ASEF3,K11,8F,4110,ALL,自動化設備相關,,機台異常,2026/2/15 上午 04:33:22
ASEF3,K11,8F,4110,ALL,自動化設備相關,出料B上報回覆逾時（B50)出料流道B CST盒號Error(讀取失敗),機台異常,2026/2/15 上午 03:47:50
ASEF3,K11,6F,3260,A609,自動化設備相關,,過壓防撞,2026/2/15 上午 03:35:09
ASEF3,K25,8F,2890,803,自動化設備相關,,卡盒卡盤,2026/2/15 上午 01:26:25
ASEF3,K11,8F,4110,ALL,自動化設備相關,出料B上報回覆逾時（B50)出料流道B CST盒號Error(讀取失敗),機台異常,2026/2/15 上午 12:37:42
ASEF3,K25,8F,2890,803,自動化設備相關,,卡盒卡盤,2026/2/15 上午 12:15:21
ASEF3,K25,8F,2890,802,自動化設備相關,,卡盒卡盤,2026/2/14 下午 09:54:30
ASEF3,K25,8F,2890,801,自動化設備相關,,卡盒卡盤,2026/2/14 下午 08:38:31
ASEF3,K11,8F,4110,ALL,自動化設備相關,,機台異常,2026/2/14 下午 08:16:34
ASEF3,K11,8F,3260,ALL,自動化設備相關,,機台異常,2026/2/14 下午 07:52:01
ASEF1,K21,8F,2945,0380,關閉比對,2945-0380 為虛擬機台過帳使用，還請協助關閉比對，謝謝。,關整台,2026/2/14 下午 07:35:44
ASEF3,K25,8F,2880,803,自動化設備相關,,默停,2026/2/14 上午 06:01:14
ASEF3,K11,8F,3800,T28,自動化設備相關,IC STOP AND DID NOT PUSH THROUGH MAGAZINE,過壓防撞,2026/2/14 上午 05:14:14
ASEF3,K11,8F,3450,314,自動化設備相關,RB05 NG,機台異常,2026/2/14 上午 05:00:08
ASEF3,K25,8F,2890,803,自動化設備相關,,偵測檢知異常,2026/2/14 上午 04:41:56
ASEF3,K11,8F,3450,ALL,自動化設備相關,CV2 10 ALARM,機台異常,2026/2/14 上午 04:17:22
ASEF3,K11,6F,4730,603,關閉比對,4730#603  1026L   AI PROFILE S連線異常 ，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/2/14 上午 02:40:12
ASEF3,K25,8F,2890,803,自動化設備相關,,卡盒卡盤,2026/2/14 上午 02:35:06
ASEF3,K11,8F,3450,ALL,自動化設備相關,"cv2 10 always alarm, cause the machine to stop",機台異常,2026/2/14 上午 02:10:14
ASEF3,K11,8F,3910,814,過帳相關,6-05NFU4-010-004因2D逾時尚未打印，請消除紀錄。,連線異常,2026/2/14 上午 01:52:33
ASEF3,K11,8F,4110,ALL,自動化設備相關,,機台異常,2026/2/14 上午 01:47:43
ASEF3,K11,8F,4110,ALL,自動化設備相關,,機台異常,2026/2/14 上午 01:41:12
ASEF3,K11,8F,3910,824,過帳相關,6-ENQMXH-001-001因2D逾時，尚未打印，請消除紀錄。,連線異常,2026/2/14 上午 01:40:59
ASEF3,K11,8F,3910,814,過帳相關,6-05NFU4--007-005因2D逾時，尚未打印，請協助消除紀錄,連線異常,2026/2/14 上午 01:37:48
