Factory,DT,Trouble_Status,Oper_No,Trouble_Item,Description
ASEF3,"2025-4-21, 00:04",過帳相關,3910,無法過帳,5-16UY1S-019-002因2D逾時尚未打印，請協助消除紀錄
ASEF1,"2025-4-21, 01:07",關閉比對,2900,By批號,13LMBPB036
ASEF3,"2025-4-21, 01:49",過帳相關,3910,連線異常,2D TIME OUT 請消除 5-162K8U-003-004 作業紀錄，謝謝。
ASEF1,"2025-4-21, 02:03",關閉比對,2900,By批號,13LMBPB040
ASEF1,"2025-4-21, 02:33",關閉比對,2900,By批號,13LMBPB040
ASEF1,"2025-4-21, 03:21",關閉比對,2900,By批號,13LMBPB011
ASEF1,"2025-4-21, 04:53",關閉比對,2900,By批號,13LMBPB006
ASEF1,"2025-4-21, 05:38",關閉比對,2900,By批號,13LMBPB002
ASEF3,"2025-4-21, 07:51",關閉比對,4515,關整台,4515#651 需過帳4554站點，請協助關閉防漏洗功能
ASEF3,"2025-4-21, 07:51",關閉比對,4730,關整台,4730#810  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-4-21, 07:52",關閉比對,4730,關整台,4730#816  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-4-21, 07:52",關閉比對,4730,關整台,4730#809  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-4-21, 07:53",關閉比對,4730,關整台,4730#820 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-4-21, 07:53",關閉比對,4730,關整台,4730#652 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-4-21, 07:53",關閉比對,4730,關整台,4730#604 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-4-21, 07:59",過帳相關,3910,無法過帳,"5-GPQMRH-001-001
消除作業記錄"
ASEF1,"2025-4-21, 08:07",關閉比對,4805,關整台,
ASEF1,"2025-4-21, 08:43",過帳相關,2900,參數比對異常,Bin種比對
ASEF1,"2025-4-21, 10:17",自動化設備相關,2500,機台異常,2500-自動化異常
ASEF1,"2025-4-21, 11:09",自動化設備相關,2500,機台異常,2500 自動化烤箱儲格曲異常
ASEF1,"2025-4-21, 11:13",自動化設備相關,2500,機台異常,2500 TEMPB 異常
ASEF1,"2025-4-21, 11:41",自動化設備相關,2500,機台異常,2500 儲格區異常
ASEF1,"2025-4-21, 12:21",過帳相關,3910,無法過帳,"Hello CIM：
3910-C01S 
請協助消除此條批號之作業紀錄，批號為 5-16IEZP-002-006，謝謝。"
ASEF1,"2025-4-21, 12:47",自動化設備相關,2715,機台異常,2715-A03 PUSH BOAT NG
ASEF3,"2025-4-21, 14:15",過帳相關,3190,連線異常,關機
ASEF1,"2025-4-21, 15:57",過帳相關,3910,無法過帳,"Hello CIM：
3910-C01S 
請協助消除此條批號之作業紀錄，批號為 5-16IEZW-001-009，謝謝。"
ASEF1,"2025-4-21, 17:42",自動化設備相關,2845,卡盒卡盤,
ASEF3,"2025-4-21, 17:55",過帳相關,3910,連線異常,"請協助刪除作業記錄
5-162KKM-007-005"
ASEF3,"2025-4-21, 19:27",自動化設備相關,3260,機台異常,
ASEF3,"2025-4-21, 19:44",自動化設備相關,3260,機台異常,3260 RB LOADER NO GOOD
ASEF3,"2025-4-21, 19:46",自動化設備相關,3260,機台異常,
ASEF3,"2025-4-21, 20:08",關閉比對,4515,關整台,4515#651 需過帳4554站點，請協助關閉防漏洗功能
ASEF3,"2025-4-21, 20:08",關閉比對,4730,關整台,4730#816  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-4-21, 20:08",關閉比對,4730,關整台,4730#820  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-4-21, 20:09",關閉比對,4730,關整台,4730#810  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-4-21, 20:09",關閉比對,4730,關整台,4730#809  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF1,"2025-4-21, 20:24",關閉比對,2900,By批號,15LMV5B001
ASEF3,"2025-4-21, 20:27",自動化設備相關,3260,機台異常,自動化3260機故，請協助修復
ASEF3,"2025-4-21, 20:42",自動化設備相關,4110,機台異常,入料STAGE烤箱目標異常
ASEF1,"2025-4-21, 21:25",過帳相關,2900,參數比對異常,
ASEF3,"2025-4-22, 01:22",過帳相關,2195,連線異常,
