廠別,棟別,樓層,站點,MachID,問題分類,問題描述,問題子分類,報案時間
ASEF3,K25,8F,2890,801,自動化設備相關,,卡盒卡盤,2026/6/14 下午 11:45:14
ASEF3,K25,8F,3260,ALL,自動化設備相關,,偵測檢知異常,2026/6/14 下午 10:24:59
ASEF3,K11,8F,3910,813,過帳相關,PLEASE DELETE 2D SCHEDULE,連線異常,2026/6/14 下午 09:18:53
ASEF3,K25,8F,2890,801,自動化設備相關,,卡盒卡盤,2026/6/14 下午 09:06:28
ASEF3,K25,8F,2890,804,自動化設備相關,,卡盒卡盤,2026/6/14 下午 08:20:28
ASEF3,K25,8F,4110,ALL,自動化設備相關,,偵測檢知異常,2026/6/14 下午 07:53:56
ASEF3,K11,7F,4730,820,關閉比對,4730#820   288L(MQ18)   AI PROFILE 爐溫未建立，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/6/14 下午 07:51:29
ASEF3,K11,9F,4730,651,關閉比對,4515#651     需過帳4554站點，請協助關閉防漏洗功能,關整台,2026/6/14 下午 07:51:05
ASEF3,K11,8F,4730,814,關閉比對,4730#814   1084L    MTK  AI PROFILE  異常 ，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/6/14 下午 07:50:33
ASEF3,K11,8F,4730,809,關閉比對,4730#809  266L  美光  AI PROFILE 爐溫未建立，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/6/14 下午 07:50:05
ASEF3,K11,8F,4730,811,關閉比對,4730#811  928L   S  AI PROFILE  最高溫度異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/6/14 下午 07:49:43
ASEF3,K11,8F,4730,812,關閉比對,4730#812  1405L  CU AI PROFILE  迴焊時間異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/6/14 下午 07:49:01
