Factory,DT,Trouble_Status,Oper_No,Trouble_Item,Description
ASEF3,"2025-8-18, 00:06",過帳相關,3910,連線異常,"請協助刪除作業紀錄
5-BWQMCS-014-003"
ASEF3,"2025-8-18, 00:38",自動化設備相關,3260,機台異常,NG
ASEF3,"2025-8-18, 00:52",自動化設備相關,3670,過壓防撞,NG
ASEF3,"2025-8-18, 01:04",自動化設備相關,4110,卡盒卡盤,NG
ASEF3,"2025-8-18, 01:11",自動化設備相關,3260,命令異常,NG
ASEF3,"2025-8-18, 01:17",自動化設備相關,4110,命令異常,NG
ASEF1,"2025-8-18, 01:18",過帳相關,2190,無法過帳,PORT B OFFLINE
ASEF3,"2025-8-18, 01:55",自動化設備相關,3260,卡盒卡盤,NG
ASEF3,"2025-8-18, 02:04",過帳相關,3910,連線異常,"請協助刪除作業記錄
5-332KGH-006-003
5-332KGH-006-004"
ASEF3,"2025-8-18, 02:12",自動化設備相關,3260,命令異常,NG
ASEF3,"2025-8-18, 02:28",自動化設備相關,3800,命令異常,NG
ASEF3,"2025-8-18, 02:36",自動化設備相關,4110,卡盒卡盤,NG
ASEF3,"2025-8-18, 02:53",自動化設備相關,4110,卡盒卡盤,NG
ASEF3,"2025-8-18, 03:11",自動化設備相關,3260,命令異常,NG
ASEF3,"2025-8-18, 03:21",自動化設備相關,3800,默停,NG
ASEF3,"2025-8-18, 04:36",過帳相關,3910,無法過帳,請協助重開EAP
ASEF3,"2025-8-18, 05:23",自動化設備相關,3670,偵測檢知異常,NG
ASEF3,"2025-8-18, 05:25",自動化設備相關,4110,機台異常,NG
ASEF3,"2025-8-18, 05:35",自動化設備相關,3670,偵測檢知異常,NG
ASEF3,"2025-8-18, 06:24",自動化設備相關,3670,默停,NG
ASEF3,"2025-8-18, 06:40",自動化設備相關,4110,卡盒卡盤,NG
ASEF3,"2025-8-18, 07:10",過帳相關,2900,異常退盒,WAFER ID
ASEF3,"2025-8-18, 07:21",自動化設備相關,2890,偵測檢知異常,
ASEF3,"2025-8-18, 07:47",過帳相關,2400,無法過帳,
ASEF3,"2025-8-18, 07:49",自動化設備相關,3190,機台異常,夾爪壓版狀態錯誤
ASEF3,"2025-8-18, 07:58",過帳相關,3910,連線異常,2D TIME OUT，請消除 5-32UY85-014-001 作業紀錄，謝謝。
ASEF1,"2025-8-18, 08:01",關閉比對,4805,關整台,
ASEF1,"2025-8-18, 08:03",關閉比對,2945,關整台,
ASEF3,"2025-8-18, 08:09",自動化設備相關,3260,卡盒卡盤,
ASEF3,"2025-8-18, 08:13",關閉比對,4515,關整台,4515#651 需過帳4554站點，請協助關閉防漏洗功能
ASEF3,"2025-8-18, 08:14",關閉比對,4730,關整台,4730#816 無安裝 AI PROFILE，系統有卡 EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-8-18, 08:14",關閉比對,4730,關整台,4730#601  266L   美光沒建檔 AI PROFILE，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-8-18, 08:15",關閉比對,4800,關整台,4800#815 產線清洗機電腦無法連線~再煩請CIM人員協助關閉比對~~謝謝
ASEF3,"2025-8-18, 08:16",關閉比對,4730,關整台,4730#801 無安裝 AI PROFILE，系統有卡 EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-8-18, 08:21",關閉比對,4730,關整台,4730#603  AI PROFILE (NOPBCSR-CU)  爐溫異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-8-18, 08:30",自動化設備相關,3260,機台異常,
ASEF3,"2025-8-18, 08:33",過帳相關,2400,無法過帳,
ASEF3,"2025-8-18, 08:42",過帳相關,2400,無法過帳,
ASEF3,"2025-8-18, 08:43",自動化設備相關,3260,默停,na
ASEF1,"2025-8-18, 09:17",自動化設備相關,2500,默停,2500烤箱B區異常
ASEF3,"2025-8-18, 09:51",過帳相關,2400,參數比對異常,
ASEF3,"2025-8-18, 09:56",過帳相關,2400,連線異常,
ASEF3,"2025-8-18, 10:07",過帳相關,2400,連線異常,
ASEF3,"2025-8-18, 10:11",自動化設備相關,4110,卡盒卡盤,
ASEF3,"2025-8-18, 10:17",自動化設備相關,3260,卡盒卡盤,
ASEF3,"2025-8-18, 10:23",自動化設備相關,4110,卡盒卡盤,
ASEF3,"2025-8-18, 10:42",過帳相關,2400,連線異常,
ASEF3,"2025-8-18, 10:46",自動化設備相關,3260,卡盒卡盤,
ASEF3,"2025-8-18, 11:01",過帳相關,2900,無法過帳,BXQMCQB002 2930 MOVE OUT FAIL
ASEF3,"2025-8-18, 11:05",自動化設備相關,3450,機台異常,3450 C.D儲格異常
ASEF3,"2025-8-18, 11:17",自動化設備相關,3260,機台異常,NA
ASEF3,"2025-8-18, 11:31",自動化設備相關,3260,機台異常,NA
ASEF3,"2025-8-18, 11:38",自動化設備相關,3670,默停,
ASEF1,"2025-8-18, 11:44",過帳相關,4600,無法過帳,4600 斷線請CIM重開
ASEF3,"2025-8-18, 12:00",自動化設備相關,4110,機台異常,NA
ASEF3,"2025-8-18, 12:01",自動化設備相關,4110,機台異常,NA
ASEF3,"2025-8-18, 12:14",過帳相關,2400,參數比對異常,
ASEF3,"2025-8-18, 12:14",過帳相關,2400,連線異常,
ASEF3,"2025-8-18, 12:19",過帳相關,2400,參數比對異常,
