廠別,棟別,樓層,站點,MachID,問題分類,問題描述,問題子分類,報案時間
ASEF3,K25,8F,4110,ALL,自動化設備相關,na,機台異常,2026/1/18 下午 05:38:19
ASEF3,K25,8F,2900,813F,過帳相關,032KKAB002 WAFERID蒐集站點請輸入WAFERID.,無法過帳,2026/1/18 下午 03:56:52
ASEF3,K25,8F,4110,ALL,自動化設備相關,na,機台異常,2026/1/18 下午 03:23:29
ASEF3,K25,8F,3260,ALL,自動化設備相關,na,機台異常,2026/1/18 下午 03:23:11
ASEF3,K22,8F,2900,804H,過帳相關,TrackOut 失敗(Fail):批號:032K9MB001 WAFERID蒐集站點請輸入WAFERID.(MUST KEY IN WAFERID),無法過帳,2026/1/18 下午 02:16:41
ASEF3,K11,9F,4730,816,關閉比對,,關整台,2026/1/18 下午 01:05:52
ASEF3,K11,8F,3910,825,過帳相關,DELETE 2D SCHEDULE,連線異常,2026/1/18 上午 11:59:28
ASEF3,K25,7F,2900,804H,過帳相關,TrackOut 失敗(Fail):批號:032K9TB008 WAFERID蒐集站點請輸入WAFERID.(MUST KEY IN WAFERID),無法過帳,2026/1/18 上午 11:03:33
ASEF3,K11,7F,4730,820,關閉比對,4730#820  288L(MQ18)   AI PROFILE-S-XL 未設定Golden低流速溫度值，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/1/18 上午 08:33:42
ASEF3,K11,8F,4730,814,關閉比對,,關整台,2026/1/18 上午 08:31:00
ASEF1,K22,9F,4805,B60,關閉比對,,關整台,2026/1/18 上午 08:09:02
ASEF3,K11,9F,4515,651,關閉比對,4515#651     需過帳4554站點，請協助關閉防漏洗功能,關整台,2026/1/18 上午 08:01:36
ASEF3,K11,8F,4730,806,關閉比對,4730#806    205L    AI PROFILE-(S)  爐溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/1/18 上午 08:01:20
ASEF3,K11,8F,4730,812,關閉比對,4730#812   1405L  AI PROFILE  (CU) 爐溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/1/18 上午 08:00:55
ASEF3,K11,8F,4730,808,關閉比對,4730#808    524L    AI PROFILE  爐溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/1/18 上午 08:00:39
ASEF3,K11,7F,4730,821,關閉比對,"4730#821     346L   特殊爐溫 AI PROFILE  未建檔，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
",關整台,2026/1/18 上午 08:00:19
ASEF3,K11,7F,4730,803,關閉比對,4730#803   1310L AI PROFILE  CU-X4L未建檔，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/1/18 上午 07:59:53
ASEF3,K11,6F,4730,604,關閉比對,4730#604  522L   AI PROFILE S  升溫率異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/1/18 上午 07:59:27
ASEF1,K21,8F,2945,0380,關閉比對,,關整台,2026/1/18 上午 07:39:42
ASEF1,K21,8F,2500,ALL,自動化設備相關,卡盤,卡盒卡盤,2026/1/17 下午 07:03:37
ASEF3,K25,8F,2900,805H,過帳相關,TrackOut 失敗(Fail):批號:MNQMADB003 WAFERID蒐集站點請輸入WAFERID.(MUST KEY IN WAFERID),無法過帳,2026/1/17 下午 06:31:07
ASEF1,K21,8F,2500,ALL,自動化設備相關,"A ERROR  
STOP OVER ONE Hr",機台異常,2026/1/17 下午 05:40:57
ASEF3,K25,8F,2900,802H,過帳相關,TrackOut 失敗(Fail):批號:02UY7CB001 WAFERID蒐集站點請輸入WAFERID.(MUST KEY IN WAFERID),無法過帳,2026/1/17 下午 12:57:01
ASEF3,K25,8F,2195,802,過帳相關,,無法過帳,2026/1/17 上午 11:46:35
ASEF3,K25,8F,2195,804,過帳相關,"Port_B_still_working,please_check_again",連線異常,2026/1/17 上午 10:13:48
ASEF1,K21,8F,2500,ALL,自動化設備相關,A區 異常,機台異常,2026/1/17 上午 09:06:59
ASEF3,K25,8F,3260,B38,自動化設備相關,na,機台異常,2026/1/17 上午 08:29:07
ASEF3,K11,8F,3910,817,過帳相關,"please delete 2D SCHEDULE
6-ELQMWF-018-001",連線異常,2026/1/17 上午 08:26:14
ASEF1,K21,8F,2500,ALL,自動化設備相關,A區 異常,機台異常,2026/1/17 上午 08:21:47
ASEF3,K25,8F,4110,ALL,自動化設備相關,na,機台異常,2026/1/17 上午 08:13:45
ASEF3,K25,8F,3260,ALL,自動化設備相關,na,機台異常,2026/1/17 上午 08:13:25
ASEF3,K11,9F,4515,651,關閉比對,4515#651  需過帳4554站點，請協助關閉防漏洗功能,關整台,2026/1/17 上午 08:12:41
ASEF3,K11,8F,4730,808,關閉比對,4730#808  524L    AI PROFILE  爐溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/1/17 上午 08:12:22
ASEF3,K11,8F,4730,812,關閉比對,4730#812   1405L  AI PROFILE  (CU) 爐溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/1/17 上午 08:11:59
ASEF3,K11,8F,4730,809,關閉比對,4730#809   156L    AI PROFILE S-AI PROFILE  爐溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/1/17 上午 08:11:40
ASEF3,K11,8F,4730,806,關閉比對,4730#806   120L    AI PROFILE-(SQ)  爐溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/1/17 上午 08:11:21
ASEF3,K11,7F,4730,821,關閉比對,4730#821   346L   特殊爐溫 AI PROFILE  未建檔，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/1/17 上午 08:11:04
ASEF3,K11,7F,4730,803,關閉比對,4730#803   683L AI PROFILE S-X4L  未建檔，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/1/17 上午 08:10:46
ASEF3,K11,6F,4730,604,關閉比對,4730#604  522L   AI PROFILE S  升溫率異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/1/17 上午 08:10:10
ASEF1,K21,8F,2945,0380,關閉比對,,關整台,2026/1/17 上午 07:55:28
ASEF1,K22,9F,4805,B60,關閉比對,,關整台,2026/1/17 上午 07:51:26
ASEF3,K25,8F,2900,806H,過帳相關,KEY IN WAFER ID,異常退盒,2026/1/17 上午 07:19:08
ASEF3,K25,8F,2890,801,自動化設備相關,ng,偵測檢知異常,2026/1/17 上午 05:42:23
ASEF3,K11,8F,3670,ALL,自動化設備相關,ng,命令異常,2026/1/17 上午 02:36:00
ASEF3,K25,8F,3260,B20,自動化設備相關,ng,過壓防撞,2026/1/17 上午 02:35:35
ASEF3,K25,8F,3670,ALL,自動化設備相關,ng,偵測檢知異常,2026/1/17 上午 02:35:03
ASEF3,K25,9F,3910,9003,自動化設備相關,ng,卡盒卡盤,2026/1/17 上午 02:30:18
ASEF3,K25,8F,2890,803,自動化設備相關,ng,卡盒卡盤,2026/1/17 上午 02:18:16
ASEF3,K25,8F,3670,ALL,自動化設備相關,ng,命令異常,2026/1/17 上午 02:01:22
ASEF3,K25,9F,3910,9001,自動化設備相關,ng,卡盒卡盤,2026/1/17 上午 01:55:49
ASEF3,K25,8F,3260,B19,自動化設備相關,ng,卡盒卡盤,2026/1/17 上午 01:50:33
ASEF3,K25,8F,3260,ALL,自動化設備相關,ng,卡盒卡盤,2026/1/17 上午 01:49:43
ASEF3,K25,8F,3670,ALL,自動化設備相關,ng,偵測檢知異常,2026/1/17 上午 01:13:40
ASEF3,K25,8F,3260,B19,自動化設備相關,ng,過壓防撞,2026/1/17 上午 01:12:52
ASEF3,K25,8F,4110,ALL,自動化設備相關,ng,卡盒卡盤,2026/1/17 上午 01:08:35
ASEF3,K25,8F,2890,801,自動化設備相關,ng,偵測檢知異常,2026/1/17 上午 12:39:42
ASEF3,K11,8F,3910,825,過帳相關,麻煩消除6-LNQMMX-007-001 and 6-LNQMMX-008-001 作業紀錄,無法過帳,2026/1/17 上午 12:37:45
ASEF3,K25,9F,3910,9007,自動化設備相關,ng,卡盒卡盤,2026/1/16 下午 11:50:31
ASEF3,K25,8F,3670,ALL,自動化設備相關,DryRoom停止運作沒法進貨，導致烤箱沒辦法出貨，目前還有五爐烤箱待出，沒有空爐可以進行備料,卡盒卡盤,2026/1/16 下午 11:33:53
ASEF3,K25,8F,3260,ALL,自動化設備相關,出貨全部卡在流道上，目前已經卡了四爐在排隊出貨,卡盒卡盤,2026/1/16 下午 11:20:20
ASEF3,K25,9F,3910,9008,過帳相關,請協助重開EAP,無法過帳,2026/1/16 下午 09:10:15
ASEF3,K11,8F,4730,808,關閉比對,4730#808  524L    AI PROFILE  爐溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/1/16 下午 07:53:34
ASEF3,K11,8F,4730,806,關閉比對,4730#806   169L    AI PROFILE  爐溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/1/16 下午 07:48:50
ASEF3,K11,8F,4730,809,關閉比對,4730#809   181L    AI PROFILE  爐溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/1/16 下午 07:48:26
ASEF3,K11,8F,4730,812,關閉比對,4730#812   1405L  AI PROFILE  (CU) 爐溫異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/1/16 下午 07:48:02
ASEF3,K11,7F,4730,821,關閉比對,4730#821     472L   特殊爐溫 AI PROFILE  未建檔，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/1/16 下午 07:47:32
