廠別,棟別,樓層,站點,MachID,問題分類,問題描述,問題子分類,報案時間
ASEF3,K22,8F,2890,804,自動化設備相關,,卡盒卡盤,2026/4/12 下午 11:26:40
ASEF3,K25,8F,2890,803,自動化設備相關,,卡盒卡盤,2026/4/12 下午 10:56:57
ASEF3,K25,8F,2890,803,自動化設備相關,,卡盒卡盤,2026/4/12 下午 10:28:56
ASEF3,K11,8F,3260,ALL,自動化設備相關,3260 A13/A14 PLS RESTART MCHINE,機台異常,2026/4/12 下午 07:40:22
ASEF1,K21,8F,2945,0380,關閉比對,2945-0380 為虛擬機台過帳使用，還請協助關閉比對，謝謝。,關整台,2026/4/12 下午 07:33:07
ASEF3,K11,9F,4730,819,關閉比對,4730#819  1810L   AI PROFILE MTK  未建立，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/4/12 下午 03:15:04
ASEF3,K11,8F,3910,ALL,自動化設備相關,"今日雷射下貨區
WIP C 手臂靜止不動 
WIP D 流道卡住
反覆數次機故",卡盒卡盤,2026/4/12 下午 02:57:02
ASEF3,K11,8F,3910,ALL,自動化設備相關,默停,默停,2026/4/12 下午 02:55:38
ASEF3,K11,8F,3910,813,過帳相關,讀取2D後機台當機，請協助刪除批號6-HUQMK6-031-002的作業記錄，謝謝,無法過帳,2026/4/12 下午 02:05:19
ASEF3,K25,8F,3260,ALL,自動化設備相關,na,機台異常,2026/4/12 下午 01:43:04
ASEF3,K11,8F,3260,ALL,自動化設備相關,,機台異常,2026/4/12 下午 01:34:42
ASEF1,K21,5F,3910,C01S,過帳相關,"3910-C01S 
請協助消除批號之作業紀錄，批號為
 6-15IEA9-002-007",連線異常,2026/4/12 下午 01:26:09
ASEF3,K11,8F,4110,A23,過帳相關,A23.A24斷線,連線異常,2026/4/12 下午 01:07:46
ASEF3,K11,8F,3800,ALL,自動化設備相關,天車卡在4110,卡盒卡盤,2026/4/12 下午 01:06:16
ASEF3,K25,8F,4110,ALL,自動化設備相關,,機台異常,2026/4/12 上午 11:38:18
ASEF3,K11,8F,3910,823,過帳相關,"Please Restart eap 

Thank you!",無法過帳,2026/4/12 上午 11:15:25
ASEF3,K11,8F,3260,ALL,自動化設備相關,,偵測檢知異常,2026/4/12 上午 10:34:38
ASEF1,K21,5F,3910,C01S,過帳相關,"3910-C01S 
請協助消除批號之作業紀錄，批號為
 6-15IEA6-001-004",連線異常,2026/4/12 上午 09:18:09
ASEF1,K21,5F,3910,C01S,自動化設備相關,"Hello CIM：
3910-C01S 
請協助消除批號之作業紀錄，批號為
 6-15IEA6-001-004
謝謝。",機台異常,2026/4/12 上午 09:00:12
ASEF3,K25,8F,4110,ALL,自動化設備相關,,機台異常,2026/4/12 上午 08:45:39
ASEF3,K25,8F,4110,ALL,自動化設備相關,,機台異常,2026/4/12 上午 08:40:16
ASEF3,K25,8F,3260,ALL,自動化設備相關,,機台異常,2026/4/12 上午 08:39:57
ASEF3,K25,8F,3260,ALL,自動化設備相關,na,機台異常,2026/4/12 上午 08:30:27
ASEF3,K11,6F,4730,607,關閉比對,4730#607  200L  AI PROFILE S-Q有建立，比對不到資料，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/4/12 上午 08:24:13
ASEF1,K21,5F,2845,T06,過帳相關,,連線異常,2026/4/12 上午 08:14:58
ASEF3,K11,9F,4730,804,關閉比對,4730#804  852L   AI PROFILE MTK  未建立，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/4/12 上午 08:04:51
ASEF3,K11,9F,4515,651,關閉比對,4515#651     需過帳4554站點，請協助關閉防漏洗功能,關整台,2026/4/12 上午 08:04:03
ASEF3,K11,8F,4730,814,關閉比對,4730#814  1084 L   AI PROFILE MTK  未建立，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/4/12 上午 08:03:46
ASEF3,K11,8F,4730,812,關閉比對,4730#812  1405L  CU AI PROFILE  異常，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/4/12 上午 08:03:26
ASEF3,K11,7F,4730,820,關閉比對,4730#820   289L   S AI PROFILE  爐溫 異常，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/4/12 上午 07:59:32
ASEF3,K11,7F,4730,822,關閉比對,4730#822   615L  S -Q AI PROFILE 最高溫 異常，ME需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/4/12 上午 07:59:10
ASEF3,K11,7F,4730,821,關閉比對,4730#821   346L   AI PROFILE 爐溫未建立，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/4/12 上午 07:58:54
ASEF3,K11,7F,4730,803,關閉比對,4730#803   397L   AI PROFILE MTK  未建立，需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2026/4/12 上午 07:58:36
ASEF1,K21,8F,2945,0380,關閉比對,,關整台,2026/4/12 上午 07:43:44
ASEF3,K25,8F,4110,ALL,自動化設備相關,na,機台異常,2026/4/12 上午 07:33:16
ASEF3,K25,8F,3260,ALL,自動化設備相關,na,機台異常,2026/4/12 上午 07:32:57
